CustomerID,first_purchase,last_purchase,frequency,monetary_value,tenure_days,recency_days,avg_order_value
12417,2010-12-17 11:51:00,2011-08-25 10:26:00,7,2483.52,265,14,354.79
12418,2011-08-19 11:08:00,2011-08-19 11:08:00,1,668.58,20,20,668.58
12421,2011-01-24 15:09:00,2011-08-17 10:56:00,3,488.56,227,22,162.85
12422,2011-01-19 09:13:00,2011-09-05 09:48:00,3,683.56,232,3,227.85
12423,2010-12-21 10:54:00,2011-08-31 08:55:00,7,1440.67,261,8,205.81
12424,2011-06-30 12:06:00,2011-06-30 12:06:00,2,1760.96,70,70,880.48
12426,2011-05-29 12:26:00,2011-05-29 12:26:00,1,510.73,102,102,510.73
12427,2010-12-03 10:44:00,2010-12-03 10:44:00,1,249.5,279,279,249.5
12428,2011-03-01 09:33:00,2011-08-11 12:58:00,7,6076.92,191,28,868.13
12429,2010-12-09 12:05:00,2011-06-20 12:14:00,3,2482.88,273,80,827.63
12431,2010-12-01 10:03:00,2011-08-12 14:19:00,11,4732.07,281,27,430.19
12432,2011-06-20 13:27:00,2011-06-20 13:29:00,2,3316.66,80,80,1658.33
12433,2010-12-01 13:24:00,2010-12-08 16:49:00,2,3787.12,281,274,1893.56
12434,2011-03-24 13:05:00,2011-03-24 13:05:00,1,286.25,168,168,286.25
12435,2011-03-17 07:40:00,2011-03-17 07:40:00,1,3978.99,175,175,3978.99
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,429.01,7,7,429.01
12437,2011-01-12 14:13:00,2011-09-02 13:15:00,11,2505.41,239,6,227.76
12438,2011-07-22 13:29:00,2011-07-22 13:29:00,1,770.07,48,48,770.07
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,155.55,274,274,155.55
12444,2011-06-21 14:00:00,2011-08-10 08:41:00,2,2347.27,79,29,1173.64
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,431.49,151,151,431.49
12449,2011-06-05 15:37:00,2011-08-02 09:14:00,2,1456.88,95,37,728.44
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,2,197.88,81,64,98.94
12451,2011-01-19 09:05:00,2011-05-05 17:34:00,2,5307.82,232,126,2653.91
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,42,42,707.09
12455,2011-02-16 09:56:00,2011-08-04 11:07:00,4,2077.36,204,35,519.34
12456,2011-03-30 09:12:00,2011-07-31 15:25:00,2,1825.4,162,39,912.7
12457,2011-04-14 18:57:00,2011-04-20 10:10:00,3,907.25,147,141,302.42
12458,2011-02-28 10:55:00,2011-02-28 10:55:00,1,361.92,192,192,361.92
12461,2011-07-08 10:23:00,2011-07-08 10:23:00,1,626.88,62,62,626.88
12462,2011-02-09 14:44:00,2011-02-09 14:44:00,1,594.11,211,211,594.11
12463,2011-04-12 12:47:00,2011-06-17 14:28:00,3,877.79,149,83,292.6
12464,2011-02-03 13:30:00,2011-08-25 13:33:00,6,615.55,217,14,102.59
12465,2011-06-23 13:37:00,2011-06-23 13:37:00,1,410.94,77,77,410.94
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,2,657.54,224,95,328.77
12471,2010-12-10 09:35:00,2011-08-24 16:13:00,17,9665.0,272,15,568.53
12472,2010-12-05 14:19:00,2011-07-24 11:55:00,5,4549.6,277,46,909.92
12473,2011-06-01 10:15:00,2011-08-17 12:04:00,2,1013.75,99,22,506.88
12474,2011-01-14 10:06:00,2011-09-02 10:53:00,13,3984.06,237,6,306.47
12476,2010-12-13 14:39:00,2011-07-21 17:39:00,6,2687.67,269,49,447.94
12477,2011-02-11 12:45:00,2011-08-31 09:11:00,3,8834.03,209,8,2944.68
12480,2011-01-07 15:27:00,2011-07-19 14:04:00,3,1892.95,244,51,630.98
12481,2010-12-09 10:13:00,2011-06-13 10:52:00,8,3671.26,273,87,458.91
12483,2011-01-04 14:20:00,2011-09-02 11:42:00,6,1290.06,247,6,215.01
12484,2011-01-07 14:04:00,2011-08-28 13:32:00,3,3210.65,244,11,1070.22
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,298.93,244,244,298.93
12490,2011-01-14 09:13:00,2011-09-07 13:22:00,6,3210.59,237,1,535.1
12492,2011-08-26 14:51:00,2011-08-26 14:51:00,1,108.39,13,13,108.39
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,379.74,105,73,189.87
12494,2010-12-09 11:31:00,2011-07-01 12:17:00,5,760.86,273,69,152.17
12500,2011-01-10 09:48:00,2011-08-25 12:50:00,6,1647.84,241,14,274.64
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2025.39,244,244,2025.39
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,2995.87,217,3,599.17
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,140,140,73.5
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,3,1052.81,206,42,350.94
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,158.5,192,192,158.5
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,2,814.57,233,50,407.28
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,558.29,20,20,558.29
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1017.68,175,175,1017.68
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,278.7,261,261,278.7
12516,2011-06-12 11:37:00,2011-06-12 11:37:00,1,529.2,88,88,529.2
12517,2011-06-02 15:13:00,2011-08-05 15:02:00,2,1431.45,98,34,715.72
12518,2011-08-21 13:18:00,2011-08-21 13:18:00,1,288.83,18,18,288.83
12520,2011-03-11 11:35:00,2011-07-20 14:38:00,4,1829.85,181,50,457.46
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,545.68,50,50,545.68
12523,2011-01-12 09:43:00,2011-08-24 10:13:00,7,927.75,239,15,132.54
12524,2011-01-10 10:35:00,2011-06-30 15:30:00,6,2744.48,241,70,457.41
12526,2011-09-06 14:19:00,2011-09-06 14:19:00,1,484.3,2,2,484.3
12527,2011-01-18 12:05:00,2011-02-18 09:41:00,2,266.92,233,202,133.46
12528,2011-01-31 09:05:00,2011-08-17 12:30:00,4,1089.37,220,22,272.34
12530,2011-01-07 10:04:00,2011-08-08 10:59:00,3,1095.65,244,31,365.22
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,1,981.18,38,38,981.18
12535,2011-06-06 12:47:00,2011-06-06 12:47:00,1,371.45,94,94,371.45
12539,2011-01-10 09:11:00,2011-03-22 16:00:00,3,4517.69,241,170,1505.9
12540,2010-12-13 09:39:00,2011-09-08 13:38:00,11,7874.86,269,0,715.9
12541,2011-03-04 09:32:00,2011-06-19 15:59:00,2,480.14,188,81,240.07
12545,2011-03-25 12:04:00,2011-03-25 12:04:00,1,544.15,167,167,544.15
12547,2011-03-04 12:46:00,2011-05-26 12:38:00,2,151.8,188,105,75.9
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,67.2,74,74,67.2
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,265,265,168.0
12553,2011-01-14 10:42:00,2011-08-21 14:42:00,7,2113.59,237,18,301.94
12556,2011-07-11 13:35:00,2011-07-11 13:35:00,1,308.75,59,59,308.75
12557,2010-12-03 12:20:00,2011-07-04 13:19:00,4,9000.96,279,66,2250.24
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,2,525.71,227,218,262.86
12560,2011-07-19 15:55:00,2011-07-19 15:55:00,1,1292.31,51,51,1292.31
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,210,210,238.85
12562,2011-05-25 12:44:00,2011-08-05 08:40:00,3,1443.23,106,34,481.08
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,402.9,169,169,402.9
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92,196,196,145.92
12567,2010-12-05 11:57:00,2011-09-04 14:22:00,9,7165.98,277,4,796.22
12569,2011-04-01 13:47:00,2011-09-08 15:22:00,15,1645.68,160,0,109.71
12571,2011-08-10 12:35:00,2011-08-10 12:35:00,1,248.35,29,29,248.35
12573,2011-04-26 15:52:00,2011-04-26 15:52:00,1,160.54,135,135,160.54
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,182.45,223,223,182.45
12576,2011-02-08 11:31:00,2011-09-05 10:06:00,4,936.55,212,3,234.14
12577,2010-12-15 16:21:00,2010-12-15 16:21:00,1,195.89,267,267,195.89
12578,2011-01-13 15:34:00,2011-01-13 15:34:00,1,1412.66,238,238,1412.66
12580,2011-04-07 10:24:00,2011-04-07 10:24:00,1,379.7,154,154,379.7
12582,2011-02-24 11:42:00,2011-04-15 08:45:00,2,351.36,196,146,175.68
12583,2010-12-01 08:45:00,2011-08-25 12:26:00,9,3908.21,281,14,434.25
12584,2011-03-04 15:15:00,2011-08-04 17:07:00,4,698.59,188,35,174.65
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,2,1824.1,259,142,912.05
12589,2011-07-18 12:05:00,2011-07-18 12:05:00,1,113.5,52,52,113.5
12590,2011-05-12 14:46:00,2011-05-12 14:46:00,1,9341.26,119,119,9341.26
12591,2011-01-26 14:35:00,2011-01-26 14:35:00,1,368.85,225,225,368.85
12592,2011-05-10 13:44:00,2011-09-08 15:04:00,2,401.6,121,0,200.8
12593,2011-05-05 09:29:00,2011-08-23 12:43:00,3,382.1,126,16,127.37
12594,2011-01-21 09:52:00,2011-08-10 14:26:00,7,2399.9,230,29,342.84
12596,2011-04-11 13:22:00,2011-04-11 13:22:00,1,213.95,150,150,213.95
12597,2011-03-16 14:00:00,2011-06-09 16:04:00,2,1120.81,176,91,560.4
12598,2011-02-28 11:58:00,2011-07-01 11:43:00,3,1422.38,192,69,474.13
12599,2011-02-08 13:28:00,2011-08-05 12:38:00,6,731.04,212,34,121.84
12600,2010-12-03 12:57:00,2011-08-19 11:23:00,8,1720.56,279,20,215.07
12601,2011-01-11 10:38:00,2011-06-03 10:17:00,5,487.06,240,97,97.41
12604,2011-03-23 12:06:00,2011-03-23 12:06:00,1,160.5,169,169,160.5
12609,2011-01-25 15:13:00,2011-06-06 15:31:00,2,674.73,226,94,337.36
12610,2011-08-05 13:52:00,2011-08-25 12:57:00,2,1104.25,34,14,552.12
12613,2011-03-22 15:42:00,2011-05-26 09:18:00,3,1336.52,170,105,445.51
12614,2011-03-07 10:22:00,2011-03-07 10:22:00,1,315.6,185,185,315.6
12615,2011-06-24 13:35:00,2011-06-24 13:35:00,1,580.74,76,76,580.74
12616,2011-02-15 14:17:00,2011-09-05 15:17:00,2,641.3,205,3,320.65
12619,2011-03-31 13:10:00,2011-08-15 13:22:00,4,1535.78,161,24,383.94
12620,2011-05-19 12:10:00,2011-05-19 12:10:00,1,561.66,112,112,561.66
12621,2010-12-09 10:16:00,2011-08-31 15:30:00,15,9223.04,273,8,614.87
12622,2011-04-21 16:39:00,2011-04-21 16:39:00,1,162.1,140,140,162.1
12623,2011-03-08 13:50:00,2011-03-08 13:50:00,1,269.1,184,184,269.1
12624,2011-06-15 12:34:00,2011-08-25 15:04:00,2,569.13,85,14,284.56
12625,2011-01-24 13:27:00,2011-05-12 09:54:00,2,2413.82,227,119,1206.91
12626,2011-01-17 11:01:00,2011-08-19 11:46:00,6,4288.0,234,20,714.67
12627,2011-07-22 13:59:00,2011-09-04 14:09:00,4,2493.83,48,4,623.46
12633,2011-02-25 08:44:00,2011-08-02 09:35:00,3,1732.75,195,37,577.58
12635,2011-07-08 08:43:00,2011-07-08 08:43:00,1,629.64,62,62,629.64
12637,2011-01-20 10:47:00,2011-09-07 15:07:00,6,4192.2,231,1,698.7
12639,2011-04-15 12:48:00,2011-04-15 12:48:00,1,366.1,146,146,366.1
12641,2011-08-16 13:26:00,2011-08-16 13:26:00,1,145.9,23,23,145.9
12642,2011-08-24 09:23:00,2011-08-24 09:23:00,1,330.45,15,15,330.45
12643,2011-01-11 11:48:00,2011-08-03 12:56:00,6,3041.64,240,36,506.94
12644,2011-08-02 10:33:00,2011-08-02 10:33:00,1,477.91,37,37,477.91
12645,2011-01-27 13:08:00,2011-08-22 12:40:00,3,1220.86,224,17,406.95
12647,2010-12-05 14:02:00,2011-08-05 13:49:00,9,2472.71,277,34,274.75
12648,2011-07-08 11:55:00,2011-07-08 11:55:00,1,300.05,62,62,300.05
12649,2011-05-11 14:37:00,2011-08-24 14:41:00,3,569.51,120,15,189.84
12651,2011-01-09 12:46:00,2011-01-09 12:46:00,1,114.0,242,242,114.0
12652,2011-01-12 15:00:00,2011-01-12 15:00:00,1,793.98,239,239,793.98
12653,2011-02-16 10:53:00,2011-07-14 10:41:00,2,2209.85,204,56,1104.92
12654,2011-02-17 13:16:00,2011-05-26 10:43:00,3,301.75,203,105,100.58
12656,2011-04-20 09:20:00,2011-08-15 12:53:00,3,2514.67,141,24,838.22
12662,2010-12-01 13:04:00,2011-08-24 13:42:00,7,2437.66,281,15,348.24
12664,2011-01-21 11:42:00,2011-07-19 12:43:00,3,1757.48,230,51,585.83
12665,2011-01-19 08:34:00,2011-01-19 08:34:00,1,45.0,232,232,45.0
12668,2010-12-19 12:46:00,2011-03-25 14:53:00,3,2438.47,263,167,812.82
12669,2011-03-28 10:15:00,2011-07-12 09:54:00,2,1427.73,164,58,713.86
12670,2011-04-21 10:16:00,2011-09-02 09:51:00,3,1490.47,140,6,496.82
12672,2011-01-14 09:20:00,2011-01-14 09:20:00,1,225.9,237,237,225.9
12673,2011-01-17 11:46:00,2011-01-17 11:46:00,1,220.9,234,234,220.9
12674,2011-05-16 09:10:00,2011-06-22 09:43:00,2,904.8,115,78,452.4
12676,2011-02-01 15:41:00,2011-08-08 10:01:00,4,838.05,219,31,209.51
12678,2010-12-21 14:26:00,2011-08-31 11:22:00,6,7474.26,261,8,1245.71
12679,2011-03-01 12:26:00,2011-05-18 12:18:00,2,798.38,191,113,399.19
12680,2011-08-18 15:44:00,2011-08-18 15:44:00,1,275.78,21,21,275.78
12681,2010-12-07 10:08:00,2011-07-11 11:39:00,15,8948.58,275,59,596.57
12682,2010-12-03 13:59:00,2011-08-31 12:18:00,20,7373.92,279,8,368.7
12683,2010-12-09 10:37:00,2011-09-08 10:35:00,12,5956.19,273,0,496.35
12684,2011-05-10 12:55:00,2011-06-22 11:20:00,3,1241.48,121,78,413.83
12685,2011-09-07 10:28:00,2011-09-08 10:32:00,2,1462.42,1,0,731.21
12686,2010-12-03 09:51:00,2010-12-03 09:51:00,1,71.14,279,279,71.14
12688,2011-08-18 08:49:00,2011-08-18 08:49:00,1,4873.81,21,21,4873.81
12689,2011-08-04 10:04:00,2011-08-04 10:04:00,1,475.03,35,35,475.03
12690,2011-05-18 09:09:00,2011-05-18 09:09:00,1,335.01,113,113,335.01
12691,2010-12-17 14:46:00,2011-07-17 14:56:00,3,484.3,265,53,161.43
12693,2011-01-24 12:58:00,2011-08-04 17:51:00,4,711.91,227,35,177.98
12694,2011-06-09 17:48:00,2011-06-09 17:48:00,1,385.5,91,91,385.5
12695,2011-05-13 13:15:00,2011-08-24 12:58:00,2,333.9,118,15,166.95
12697,2011-06-23 15:44:00,2011-07-31 14:17:00,2,573.91,77,39,286.96
12700,2011-05-08 16:10:00,2011-07-06 13:14:00,2,1951.05,123,64,975.52
12701,2011-04-11 13:02:00,2011-04-11 13:02:00,1,301.08,150,150,301.08
12704,2011-06-23 10:20:00,2011-08-26 08:59:00,3,900.92,77,13,300.31
12705,2010-12-17 15:58:00,2011-07-04 14:36:00,4,3928.52,265,66,982.13
12707,2011-02-21 08:38:00,2011-02-21 08:38:00,1,603.42,199,199,603.42
12708,2010-12-06 10:43:00,2011-08-30 08:15:00,7,1833.77,276,9,261.97
12709,2010-12-08 09:49:00,2011-09-04 14:06:00,11,6930.79,274,4,630.07
12710,2011-05-22 14:05:00,2011-09-04 12:00:00,3,1023.02,109,4,341.01
12712,2010-12-03 14:30:00,2011-08-25 09:18:00,11,3499.08,279,14,318.1
12714,2011-02-18 10:53:00,2011-08-25 09:55:00,4,3065.7,202,14,766.42
12715,2011-08-25 15:22:00,2011-08-25 15:22:00,1,263.36,14,14,263.36
12716,2011-07-29 13:28:00,2011-07-29 13:28:00,1,623.9,41,41,623.9
12717,2011-04-08 10:32:00,2011-07-11 14:47:00,2,830.98,153,59,415.49
12720,2010-12-05 15:21:00,2011-09-06 13:47:00,17,3275.84,277,2,192.7
12721,2010-12-20 11:38:00,2011-06-09 17:53:00,4,1500.91,262,91,375.23
12722,2011-07-12 11:55:00,2011-08-17 08:50:00,3,929.65,58,22,309.88
12724,2011-01-11 15:00:00,2011-06-19 13:37:00,2,244.36,240,81,122.18
12725,2010-12-03 15:45:00,2010-12-03 15:45:00,1,371.8,279,279,371.8
12726,2010-12-17 12:56:00,2011-06-08 10:10:00,5,1359.32,265,92,271.86
12727,2011-01-23 15:17:00,2011-09-05 13:38:00,6,2869.7,228,3,478.28
12728,2011-01-11 13:31:00,2011-03-27 13:07:00,3,527.31,240,165,175.77
12729,2011-08-18 11:40:00,2011-08-18 11:40:00,1,417.01,21,21,417.01
12731,2010-12-10 10:56:00,2011-07-18 14:10:00,8,11180.25,272,52,1397.53
12732,2011-06-13 11:33:00,2011-06-13 11:33:00,1,218.26,87,87,218.26
12733,2011-04-19 16:19:00,2011-04-19 16:19:00,1,383.95,142,142,383.95
12734,2010-12-22 12:47:00,2010-12-22 12:47:00,1,110.4,260,260,110.4
12735,2011-01-06 14:26:00,2011-01-28 13:37:00,2,689.57,245,223,344.78
12736,2011-01-11 07:57:00,2011-01-11 07:57:00,1,144.0,240,240,144.0
12738,2010-12-02 18:27:00,2010-12-02 18:27:00,1,137.35,280,280,137.35
12739,2011-09-01 17:45:00,2011-09-01 17:45:00,1,975.54,7,7,975.54
12743,2011-07-28 16:06:00,2011-07-28 16:21:00,2,540.13,42,42,270.06
12744,2011-01-25 13:26:00,2011-07-18 11:55:00,3,8121.13,226,52,2707.04
12747,2010-12-05 15:38:00,2011-08-22 10:38:00,8,2769.4,277,17,346.18
12748,2010-12-01 12:48:00,2011-09-07 14:41:00,130,13182.04,281,1,101.4
12749,2011-05-10 15:25:00,2011-08-01 12:50:00,3,2755.23,121,38,918.41
12750,2011-08-03 09:13:00,2011-08-03 09:13:00,1,275.88,36,36,275.88
12753,2010-12-12 11:44:00,2011-07-27 09:32:00,5,16620.91,270,43,3324.18
12754,2011-02-04 10:31:00,2011-04-18 09:00:00,3,3010.74,216,143,1003.58
12755,2010-12-09 10:44:00,2011-03-04 12:42:00,2,3811.95,273,188,1905.98
12757,2011-05-12 19:01:00,2011-07-20 12:05:00,3,1681.68,119,50,560.56
12758,2011-03-08 12:05:00,2011-08-15 10:22:00,2,2791.59,184,24,1395.8
12759,2011-03-09 08:09:00,2011-06-21 09:26:00,2,1007.52,183,79,503.76
12763,2010-12-05 15:46:00,2011-07-24 14:12:00,2,494.08,277,46,247.04
12764,2011-01-27 10:19:00,2011-01-27 10:19:00,1,1693.88,224,224,1693.88
12766,2010-12-08 13:53:00,2011-07-13 13:37:00,5,4532.19,274,57,906.44
12769,2011-04-15 10:25:00,2011-04-15 10:25:00,1,1143.6,146,146,1143.6
12770,2011-05-13 09:33:00,2011-05-13 09:33:00,1,1351.45,118,118,1351.45
12775,2011-02-01 13:45:00,2011-06-03 07:48:00,4,1074.68,219,97,268.67
12778,2011-01-31 14:35:00,2011-06-09 15:29:00,4,432.06,220,91,108.02
12779,2010-12-03 13:40:00,2011-06-03 10:37:00,7,2999.41,279,97,428.49
12781,2011-02-28 08:43:00,2011-02-28 08:43:00,1,549.26,192,192,549.26
12782,2010-12-17 11:30:00,2011-07-13 10:30:00,4,1714.67,265,57,428.67
12785,2010-12-10 13:48:00,2010-12-10 13:48:00,1,255.95,272,272,255.95
12787,2011-05-31 09:36:00,2011-05-31 09:36:00,1,143.1,100,100,143.1
12790,2011-05-31 14:14:00,2011-05-31 14:14:00,1,294.92,100,100,294.92
12791,2010-12-01 11:27:00,2010-12-01 11:27:00,1,177.6,281,281,177.6
12792,2011-03-28 11:36:00,2011-03-28 11:36:00,1,344.54,164,164,344.54
12793,2010-12-03 15:14:00,2011-01-09 12:12:00,2,461.48,279,242,230.74
12794,2011-09-02 12:01:00,2011-09-02 12:01:00,1,317.0,6,6,317.0
12797,2010-12-09 10:55:00,2010-12-09 10:55:00,1,226.03,273,273,226.03
12798,2011-06-22 10:11:00,2011-06-22 10:11:00,1,1607.04,78,78,1607.04
12802,2011-06-06 09:36:00,2011-06-06 09:36:00,1,397.58,94,94,397.58
12808,2010-12-06 10:27:00,2011-06-08 12:21:00,2,253.35,276,92,126.68
12809,2011-06-15 10:51:00,2011-06-15 10:51:00,1,405.31,85,85,405.31
12811,2011-02-28 15:39:00,2011-03-23 10:55:00,2,458.85,192,169,229.42
12814,2011-08-30 12:11:00,2011-08-30 12:11:00,1,85.92,9,9,85.92
12815,2011-05-25 13:34:00,2011-07-15 10:21:00,2,863.46,106,55,431.73
12816,2011-06-16 13:24:00,2011-09-05 12:41:00,2,452.2,84,3,226.1
12817,2011-03-03 16:28:00,2011-03-03 16:28:00,1,126.04,189,189,126.04
12818,2011-03-23 12:06:00,2011-03-23 12:06:00,1,1182.08,169,169,1182.08
12820,2011-01-17 12:34:00,2011-01-17 12:34:00,1,170.46,234,234,170.46
12821,2011-05-09 15:51:00,2011-05-09 15:51:00,1,92.72,122,122,92.72
12823,2011-02-16 12:15:00,2011-08-04 17:45:00,4,1224.0,204,35,306.0
12826,2010-12-09 15:21:00,2011-06-14 09:41:00,4,818.62,273,86,204.66
12828,2011-08-01 16:16:00,2011-09-01 17:14:00,3,415.51,38,7,138.5
12829,2010-12-14 14:54:00,2011-01-07 11:13:00,2,293.0,268,244,146.5
12830,2011-06-21 10:53:00,2011-07-28 17:18:00,4,5204.0,79,42,1301.0
12831,2011-03-22 13:02:00,2011-03-22 13:02:00,1,215.05,170,170,215.05
12832,2011-09-02 13:48:00,2011-09-02 13:48:00,1,267.8,6,6,267.8
12833,2011-07-17 13:46:00,2011-07-17 13:46:00,1,417.38,53,53,417.38
12834,2011-03-02 09:49:00,2011-03-02 09:49:00,1,312.38,190,190,312.38
12836,2011-02-01 11:19:00,2011-07-25 15:22:00,3,2112.53,219,45,704.18
12837,2011-06-19 16:07:00,2011-06-19 16:07:00,1,134.1,81,81,134.1
12838,2010-12-01 11:57:00,2010-12-01 11:57:00,1,390.79,281,281,390.79
12839,2010-12-07 15:48:00,2011-09-08 13:17:00,9,3097.39,275,0,344.15
12840,2011-04-27 12:21:00,2011-07-19 09:29:00,4,2726.77,134,51,681.69
12841,2010-12-03 10:43:00,2011-08-25 12:12:00,17,2829.91,279,14,166.47
12842,2011-02-04 12:36:00,2011-02-04 12:36:00,1,310.73,216,216,310.73
12843,2011-03-20 14:38:00,2011-07-03 12:21:00,7,1692.31,172,67,241.76
12844,2011-08-01 13:11:00,2011-08-01 13:11:00,1,174.88,38,38,174.88
12845,2011-02-22 14:10:00,2011-03-17 13:34:00,4,354.09,198,175,88.52
12849,2011-03-16 12:26:00,2011-03-16 12:26:00,1,651.21,176,176,651.21
12851,2011-09-04 12:41:00,2011-09-04 12:41:00,1,131.81,4,4,131.81
12852,2011-02-18 08:47:00,2011-02-18 08:47:00,1,311.55,202,202,311.55
12853,2011-01-28 10:28:00,2011-07-28 11:29:00,6,1957.1,223,42,326.18
12854,2011-01-25 13:35:00,2011-04-12 14:17:00,2,810.37,226,149,405.18
12855,2010-12-02 09:37:00,2010-12-02 09:37:00,1,38.1,280,280,38.1
12857,2011-02-10 12:32:00,2011-05-13 10:20:00,2,1106.4,210,118,553.2
