series_id,date,units_sold,price,revenue,cogs,gross_income,margin_pct
SS_A|Health and beauty,2019-02-14,1,91.3,95.865,91.3,4.565,0.0476
SS_A|Health and beauty,2019-02-15,6,15.26,96.138,91.56,4.578,0.0476
SS_A|Health and beauty,2019-02-17,3,92.09,290.0835,276.27,13.8135,0.0476
SS_A|Health and beauty,2019-02-19,5,50.79,266.6475,253.95,12.6975,0.0476
SS_A|Health and beauty,2019-02-20,10,32.32,339.36,323.2,16.16,0.0476
SS_A|Health and beauty,2019-02-25,3,65.18,205.317,195.54,9.777,0.0476
SS_A|Health and beauty,2019-02-28,3,56.0,176.4,168.0,8.4,0.0476
SS_A|Health and beauty,2019-03-03,8,28.46,239.0325,227.65,11.3825,0.0476
SS_A|Health and beauty,2019-03-04,24,56.85,1432.7355,1364.51,68.22550000000001,0.0476
SS_A|Health and beauty,2019-03-06,1,79.74,83.727,79.74,3.987,0.0476
SS_A|Health and beauty,2019-03-07,9,15.55,146.9475,139.95,6.9975,0.0476
SS_A|Health and beauty,2019-03-09,14,51.87,762.552,726.24,36.312,0.0476
SS_A|Health and beauty,2019-03-11,9,66.89,632.1524999999999,602.05,30.1025,0.0476
SS_A|Health and beauty,2019-03-12,4,47.67,200.214,190.68,9.534,0.0476
SS_A|Health and beauty,2019-03-13,10,15.87,166.635,158.7,7.935,0.0476
SS_A|Health and beauty,2019-03-15,11,37.92,438.0285,417.16999999999996,20.8585,0.0476
SS_A|Health and beauty,2019-03-25,3,15.8,49.77,47.4,2.37,0.0476
SS_A|Health and beauty,2019-03-26,14,32.08,471.639,449.18,22.459,0.0476
SS_A|Health and beauty,2019-03-27,8,32.46,272.664,259.68,12.984,0.0476
SS_A|Health and beauty,2019-03-28,7,10.08,74.088,70.56,3.528,0.0476
SS_A|Health and beauty,2019-03-29,10,71.38,749.49,713.8,35.69,0.0476
SS_A|Home and lifestyle,2019-01-01,8,47.59,399.756,380.72,19.036,0.0476
SS_A|Home and lifestyle,2019-01-03,5,67.09,352.2225,335.45,16.7725,0.0476
SS_A|Home and lifestyle,2019-01-04,10,35.54,373.17,355.4,17.77,0.0476
SS_A|Home and lifestyle,2019-01-05,13,57.55,785.5155,748.11,37.405499999999996,0.0476
SS_A|Home and lifestyle,2019-01-06,8,58.9,494.76,471.2,23.56,0.0476
SS_A|Home and lifestyle,2019-01-07,9,21.54,203.553,193.86,9.693,0.0476
SS_A|Home and lifestyle,2019-01-10,6,78.38,493.794,470.28,23.514,0.0476
SS_A|Home and lifestyle,2019-01-11,6,96.52,608.076,579.12,28.956,0.0476
SS_A|Home and lifestyle,2019-01-13,3,81.01,255.1815,243.03,12.1515,0.0476
SS_A|Home and lifestyle,2019-01-15,15,58.1,915.0435,871.47,43.5735,0.0476
SS_A|Home and lifestyle,2019-01-16,10,63.56,667.38,635.6,31.78,0.0476
SS_A|Home and lifestyle,2019-01-17,6,21.52,135.576,129.12,6.456,0.0476
SS_A|Home and lifestyle,2019-01-18,9,19.36,182.952,174.24,8.712,0.0476
SS_A|Home and lifestyle,2019-01-19,19,51.55,1028.4015,979.4300000000001,48.9715,0.0476
SS_A|Home and lifestyle,2019-01-20,10,72.35,759.675,723.5,36.175,0.0476
SS_A|Home and lifestyle,2019-01-21,12,75.58,952.371,907.02,45.351,0.0476
SS_A|Home and lifestyle,2019-01-22,12,63.67,802.2735,764.0699999999999,38.203500000000005,0.0476
SS_A|Home and lifestyle,2019-01-25,7,57.13,419.937,399.94,19.997,0.0476
SS_A|Home and lifestyle,2019-01-27,2,12.03,25.263,24.06,1.203,0.0476
SS_A|Home and lifestyle,2019-01-29,5,87.37,458.6925,436.85,21.8425,0.0476
SS_A|Home and lifestyle,2019-02-03,17,81.88,1461.558,1391.96,69.598,0.0476
SS_A|Home and lifestyle,2019-02-05,6,25.91,163.233,155.46,7.773,0.0476
SS_A|Home and lifestyle,2019-02-06,6,37.44,235.872,224.64,11.232,0.0476
SS_A|Home and lifestyle,2019-02-07,8,93.12,782.208,744.96,37.248,0.0476
SS_A|Home and lifestyle,2019-02-10,1,74.07,77.7735,74.07,3.7035,0.0476
SS_A|Home and lifestyle,2019-02-11,3,80.08,252.252,240.24,12.012,0.0476
SS_A|Home and lifestyle,2019-02-15,8,69.96,587.664,559.68,27.984,0.0476
SS_A|Home and lifestyle,2019-02-17,8,88.79,745.836,710.32,35.516,0.0476
SS_A|Home and lifestyle,2019-02-18,6,34.42,216.846,206.52,10.326,0.0476
SS_A|Home and lifestyle,2019-02-20,2,37.69,79.149,75.38,3.769,0.0476
SS_A|Home and lifestyle,2019-02-22,1,65.82,69.111,65.82,3.291,0.0476
SS_A|Home and lifestyle,2019-02-24,2,47.68,100.128,95.36,4.768,0.0476
SS_A|Home and lifestyle,2019-03-01,2,34.73,72.933,69.46,3.473,0.0476
SS_A|Home and lifestyle,2019-03-03,7,46.33,340.5255,324.31,16.2155,0.0476
SS_A|Home and lifestyle,2019-03-04,13,40.45,552.111,525.8199999999999,26.290999999999997,0.0476
SS_A|Home and lifestyle,2019-03-07,5,42.24,221.739,211.18,10.559000000000001,0.0476
SS_A|Home and lifestyle,2019-03-08,16,69.4,1165.962,1110.44,55.522000000000006,0.0476
SS_A|Home and lifestyle,2019-03-10,7,93.69,688.6215,655.83,32.7915,0.0476
SS_A|Home and lifestyle,2019-03-11,13,49.92,681.4079999999999,648.96,32.448,0.0476
SS_A|Home and lifestyle,2019-03-16,4,23.75,99.75,95.0,4.75,0.0476
SS_A|Home and lifestyle,2019-03-17,4,77.47,325.374,309.88,15.494,0.0476
SS_A|Home and lifestyle,2019-03-19,4,23.29,97.818,93.16,4.658,0.0476
SS_A|Home and lifestyle,2019-03-20,9,93.96,887.922,845.64,42.282,0.0476
SS_A|Home and lifestyle,2019-03-21,9,33.84,319.788,304.56,15.228,0.0476
SS_A|Home and lifestyle,2019-03-22,17,49.79,888.762,846.44,42.322,0.0476
SS_A|Home and lifestyle,2019-03-23,1,25.29,26.5545,25.29,1.2645,0.0476
SS_A|Home and lifestyle,2019-03-24,6,67.4,424.62,404.4,20.22,0.0476
SS_A|Home and lifestyle,2019-03-27,2,44.34,93.114,88.68,4.434,0.0476
SS_A|Home and lifestyle,2019-03-29,3,72.42,228.123,217.26,10.863,0.0476
SS_A|Home and lifestyle,2019-03-30,6,34.42,216.846,206.52,10.326,0.0476
SS_A|Sports and travel,2019-01-01,10,54.38,571.011,543.82,27.191000000000003,0.0476
SS_A|Sports and travel,2019-01-02,1,42.47,44.5935,42.47,2.1235,0.0476
SS_A|Sports and travel,2019-01-06,5,54.74,287.385,273.7,13.684999999999999,0.0476
SS_A|Sports and travel,2019-01-07,9,60.95,575.9775,548.55,27.4275,0.0476
SS_A|Sports and travel,2019-01-08,7,30.17,221.781,211.22,10.561,0.0476
SS_A|Sports and travel,2019-01-10,7,21.98,161.553,153.86,7.693,0.0476
SS_A|Sports and travel,2019-01-11,4,82.33,345.786,329.32,16.466,0.0476
SS_A|Sports and travel,2019-01-13,7,45.58,335.013,319.06,15.953,0.0476
SS_A|Sports and travel,2019-01-15,7,19.1,140.385,133.7,6.685,0.0476
SS_A|Sports and travel,2019-01-16,2,93.18,195.678,186.36,9.318,0.0476
SS_A|Sports and travel,2019-01-17,10,48.95,513.9435,489.47,24.4735,0.0476
SS_A|Sports and travel,2019-01-18,6,89.06,561.078,534.36,26.718,0.0476
SS_A|Sports and travel,2019-01-19,14,65.07,956.4870000000001,910.94,45.547,0.0476
SS_A|Sports and travel,2019-01-20,2,93.14,195.594,186.28,9.314,0.0476
SS_A|Sports and travel,2019-01-24,10,78.77,827.085,787.7,39.385,0.0476
SS_A|Sports and travel,2019-01-25,4,40.05,168.21,160.2,8.01,0.0476
SS_A|Sports and travel,2019-01-27,5,32.25,169.3125,161.25,8.0625,0.0476
SS_A|Sports and travel,2019-01-29,9,25.3,239.0745,227.69,11.3845,0.0476
SS_A|Sports and travel,2019-02-01,7,69.52,510.972,486.64,24.332,0.0476
SS_A|Sports and travel,2019-02-02,8,51.52,432.768,412.16,20.608,0.0476
SS_A|Sports and travel,2019-02-04,5,43.06,226.065,215.3,10.765,0.0476
SS_A|Sports and travel,2019-02-05,3,75.2,236.88,225.6,11.28,0.0476
SS_A|Sports and travel,2019-02-07,1,45.58,47.859,45.58,2.279,0.0476
SS_A|Sports and travel,2019-02-08,7,86.31,634.3785,604.17,30.2085,0.0476
SS_A|Sports and travel,2019-02-09,10,22.24,233.52,222.4,11.12,0.0476
SS_A|Sports and travel,2019-02-11,4,94.76,397.992,379.04,18.952,0.0476
SS_A|Sports and travel,2019-02-12,2,71.63,150.423,143.26,7.163,0.0476
SS_A|Sports and travel,2019-02-14,3,44.65,140.6475,133.95,6.6975,0.0476
SS_A|Sports and travel,2019-02-17,9,98.09,926.9505,882.81,44.1405,0.0476
SS_A|Sports and travel,2019-02-22,10,24.49,257.145,244.9,12.245,0.0476
SS_A|Sports and travel,2019-02-25,6,86.79,546.7769999999999,520.74,26.037,0.0476
SS_A|Sports and travel,2019-03-02,5,68.97,362.0715,344.83,17.2415,0.0476
SS_A|Sports and travel,2019-03-04,7,12.34,90.699,86.38,4.319,0.0476
SS_A|Sports and travel,2019-03-06,16,44.43,746.424,710.88,35.544,0.0476
SS_A|Sports and travel,2019-03-09,12,53.7,676.557,644.34,32.217,0.0476
SS_A|Sports and travel,2019-03-10,8,48.83,410.151,390.62,19.531,0.0476
SS_A|Sports and travel,2019-03-12,7,98.4,723.24,688.8,34.44,0.0476
SS_A|Sports and travel,2019-03-14,9,97.48,921.186,877.32,43.866,0.0476
SS_A|Sports and travel,2019-03-16,8,72.5,609.0,580.0,29.0,0.0476
SS_A|Sports and travel,2019-03-17,10,76.92,807.66,769.2,38.46,0.0476
SS_A|Sports and travel,2019-03-18,5,33.26,174.615,166.3,8.315,0.0476
SS_A|Sports and travel,2019-03-20,19,41.51,828.114,788.6800000000001,39.434,0.0476
SS_A|Sports and travel,2019-03-22,11,72.94,842.4465,802.3299999999999,40.1165,0.0476
SS_A|Sports and travel,2019-03-23,10,15.5,162.75,155.0,7.75,0.0476
SS_A|Sports and travel,2019-03-30,12,60.75,765.4604999999999,729.01,36.450500000000005,0.0476
SS_B|Electronic accessories,2019-01-01,6,74.71,470.673,448.26,22.413,0.0476
SS_B|Electronic accessories,2019-01-02,6,22.01,138.663,132.06,6.603,0.0476
SS_B|Electronic accessories,2019-01-04,1,72.17,75.7785,72.17,3.6085,0.0476
SS_B|Electronic accessories,2019-01-10,4,13.78,57.876,55.12,2.756,0.0476
SS_B|Electronic accessories,2019-01-12,8,91.56,769.104,732.48,36.624,0.0476
SS_B|Electronic accessories,2019-01-15,5,75.66,397.215,378.3,18.915,0.0476
SS_B|Electronic accessories,2019-01-19,14,29.58,434.847,414.14,20.707,0.0476
SS_B|Electronic accessories,2019-01-24,17,54.95,980.8679999999999,934.16,46.708,0.0476
SS_B|Electronic accessories,2019-01-26,7,87.08,640.038,609.56,30.478,0.0476
SS_B|Electronic accessories,2019-01-28,10,21.43,225.015,214.3,10.715,0.0476
SS_B|Electronic accessories,2019-01-30,12,36.16,455.65799999999996,433.96000000000004,21.698,0.0476
SS_B|Electronic accessories,2019-01-31,29,67.46,2054.0415,1956.23,97.8115,0.0476
SS_B|Electronic accessories,2019-02-02,7,26.26,193.011,183.82,9.191,0.0476
SS_B|Electronic accessories,2019-02-06,16,33.26,558.81,532.2,26.61,0.0476
SS_B|Electronic accessories,2019-02-07,24,63.89,1609.9650000000001,1533.3,76.665,0.0476
SS_B|Electronic accessories,2019-02-09,3,81.4,256.41,244.2,12.21,0.0476
SS_B|Electronic accessories,2019-02-10,9,28.65,270.7425,257.85,12.8925,0.0476
SS_B|Electronic accessories,2019-02-12,1,39.48,41.454,39.48,1.974,0.0476
SS_B|Electronic accessories,2019-02-15,9,88.25,833.9625,794.25,39.7125,0.0476
SS_B|Electronic accessories,2019-02-17,14,57.9,851.151,810.6200000000001,40.531,0.0476
SS_B|Electronic accessories,2019-02-23,17,47.06,839.9895,799.99,39.999500000000005,0.0476
SS_B|Electronic accessories,2019-02-25,11,51.6,596.0324999999999,567.65,28.3825,0.0476
SS_B|Electronic accessories,2019-02-26,6,90.7,571.41,544.2,27.21,0.0476
SS_B|Electronic accessories,2019-02-28,1,60.3,63.315,60.3,3.015,0.0476
SS_B|Electronic accessories,2019-03-01,3,27.5,86.625,82.5,4.125,0.0476
SS_B|Electronic accessories,2019-03-02,19,58.89,1174.9395,1118.99,55.9495,0.0476
SS_B|Electronic accessories,2019-03-04,9,19.24,181.818,173.16,8.658,0.0476
SS_B|Electronic accessories,2019-03-06,5,28.38,148.995,141.9,7.095,0.0476
SS_B|Electronic accessories,2019-03-09,8,59.74,501.774,477.88,23.894000000000002,0.0476
SS_B|Electronic accessories,2019-03-10,1,25.45,26.7225,25.45,1.2725,0.0476
SS_B|Electronic accessories,2019-03-11,5,34.49,181.0725,172.45,8.6225,0.0476
SS_B|Electronic accessories,2019-03-12,3,10.59,33.3585,31.77,1.5885,0.0476
SS_B|Electronic accessories,2019-03-14,9,21.58,203.931,194.22,9.711,0.0476
SS_B|Electronic accessories,2019-03-15,4,57.49,241.458,229.96,11.498,0.0476
SS_B|Electronic accessories,2019-03-16,4,95.64,401.688,382.56,19.128,0.0476
SS_B|Electronic accessories,2019-03-25,4,52.89,222.138,211.56,10.578,0.0476
SS_B|Electronic accessories,2019-03-26,3,45.71,143.9865,137.13,6.8565,0.0476
SS_B|Electronic accessories,2019-03-27,2,55.67,116.907,111.34,5.567,0.0476
SS_B|Fashion accessories,2019-01-02,9,40.61,383.7645,365.49,18.2745,0.0476
SS_B|Fashion accessories,2019-01-04,4,68.71,288.582,274.84,13.742,0.0476
SS_B|Fashion accessories,2019-01-05,1,73.96,77.658,73.96,3.698,0.0476
SS_B|Fashion accessories,2019-01-07,13,70.88,967.5225,921.45,46.072500000000005,0.0476
SS_B|Fashion accessories,2019-01-08,10,65.23,684.915,652.3,32.615,0.0476
SS_B|Fashion accessories,2019-01-10,7,79.86,586.971,559.02,27.951,0.0476
SS_B|Fashion accessories,2019-01-12,10,83.25,874.125,832.5,41.625,0.0476
SS_B|Fashion accessories,2019-01-13,2,59.86,125.706,119.72,5.986,0.0476
SS_B|Fashion accessories,2019-01-14,4,18.08,75.936,72.32,3.616,0.0476
SS_B|Fashion accessories,2019-01-15,2,73.52,154.392,147.04,7.352,0.0476
SS_B|Fashion accessories,2019-01-16,5,41.64,218.60999999999999,208.2,10.41,0.0476
SS_B|Fashion accessories,2019-01-18,6,17.48,110.124,104.88,5.244,0.0476
SS_B|Fashion accessories,2019-01-24,3,93.22,293.643,279.66,13.983,0.0476
SS_B|Fashion accessories,2019-01-25,9,44.36,419.22299999999996,399.26,19.963,0.0476
SS_B|Fashion accessories,2019-01-26,12,45.19,569.3520000000001,542.24,27.112000000000002,0.0476
SS_B|Fashion accessories,2019-01-29,4,32.62,137.004,130.48,6.524,0.0476
