series_id,date,units_sold,price,marketing_spend,promotion_flag
SS_A|Electronic accessories,2019-03-06,9,21.5,0.0,0
SS_A|Electronic accessories,2019-03-08,1,97.16,0.0,0
SS_A|Electronic accessories,2019-03-10,2,58.03,0.0,0
SS_A|Electronic accessories,2019-03-14,10,74.39,0.0,0
SS_A|Electronic accessories,2019-03-18,4,51.19,0.0,0
SS_A|Electronic accessories,2019-03-19,14,59.93,0.0,0
SS_A|Electronic accessories,2019-03-20,6,74.51,0.0,0
SS_A|Electronic accessories,2019-03-21,16,58.87,0.0,0
SS_A|Electronic accessories,2019-03-22,1,95.15,0.0,0
SS_A|Electronic accessories,2019-03-23,10,73.47,0.0,0
SS_A|Electronic accessories,2019-03-25,11,25.52,0.0,0
SS_A|Electronic accessories,2019-03-26,7,72.2,0.0,0
SS_A|Electronic accessories,2019-03-28,7,26.02,0.0,0
SS_A|Electronic accessories,2019-03-30,5,64.44,0.0,0
SS_A|Fashion accessories,2019-01-01,9,65.74,0.0,0
SS_A|Fashion accessories,2019-01-06,7,42.57,0.0,0
SS_A|Fashion accessories,2019-01-09,5,38.54,0.0,0
SS_A|Fashion accessories,2019-01-11,1,89.69,0.0,0
SS_A|Fashion accessories,2019-01-12,19,24.96,0.0,0
SS_A|Fashion accessories,2019-01-14,15,69.59,0.0,0
SS_A|Fashion accessories,2019-01-18,3,88.15,0.0,0
SS_A|Fashion accessories,2019-01-19,6,99.1,0.0,0
SS_A|Fashion accessories,2019-01-20,8,63.88,0.0,0
SS_A|Fashion accessories,2019-01-23,6,20.05,0.0,0
SS_A|Fashion accessories,2019-01-24,8,86.68,0.0,0
SS_A|Fashion accessories,2019-01-25,1,74.1,0.0,0
SS_A|Fashion accessories,2019-01-26,2,16.7,0.0,0
SS_A|Fashion accessories,2019-01-27,7,54.28,0.0,0
SS_A|Fashion accessories,2019-01-29,9,83.24,0.0,0
SS_A|Fashion accessories,2019-01-31,8,51.34,0.0,0
SS_A|Fashion accessories,2019-02-02,10,43.13,0.0,0
SS_A|Fashion accessories,2019-02-03,5,77.02,0.0,0
SS_A|Fashion accessories,2019-02-04,4,48.63,0.0,0
SS_A|Fashion accessories,2019-02-05,1,30.62,0.0,0
SS_A|Fashion accessories,2019-02-08,11,91.77,0.0,0
SS_A|Fashion accessories,2019-02-10,17,39.82,0.0,0
SS_A|Fashion accessories,2019-02-15,3,51.94,0.0,0
SS_A|Fashion accessories,2019-02-17,3,45.38,0.0,0
SS_A|Fashion accessories,2019-02-18,7,88.34,0.0,0
SS_A|Fashion accessories,2019-02-19,2,98.48,0.0,0
SS_A|Fashion accessories,2019-02-25,4,73.05,0.0,0
SS_A|Fashion accessories,2019-02-26,1,55.45,0.0,0
SS_A|Fashion accessories,2019-02-27,11,67.67,0.0,0
SS_A|Fashion accessories,2019-03-01,4,22.32,0.0,0
SS_A|Fashion accessories,2019-03-03,1,46.41,0.0,0
SS_A|Fashion accessories,2019-03-04,9,48.96,0.0,0
SS_A|Fashion accessories,2019-03-05,2,81.91,0.0,0
SS_A|Fashion accessories,2019-03-08,5,61.77,0.0,0
SS_A|Fashion accessories,2019-03-09,8,97.29,0.0,0
SS_A|Fashion accessories,2019-03-10,2,87.67,0.0,0
SS_A|Fashion accessories,2019-03-11,4,94.67,0.0,0
SS_A|Fashion accessories,2019-03-15,10,19.66,0.0,0
SS_A|Fashion accessories,2019-03-19,10,70.31,0.0,0
SS_A|Fashion accessories,2019-03-23,4,37.15,0.0,0
SS_A|Fashion accessories,2019-03-26,4,44.06,0.0,0
SS_A|Fashion accessories,2019-03-28,7,71.46,0.0,0
SS_A|Food and beverages,2019-01-02,6,41.66,0.0,0
SS_A|Food and beverages,2019-01-06,5,40.94,0.0,0
SS_A|Food and beverages,2019-01-11,20,29.22,0.0,0
SS_A|Food and beverages,2019-01-15,2,83.77,0.0,0
SS_A|Food and beverages,2019-01-17,10,81.21,0.0,0
SS_A|Food and beverages,2019-01-19,14,41.34,0.0,0
SS_A|Food and beverages,2019-01-21,5,47.35,0.0,0
SS_A|Food and beverages,2019-01-23,15,67.99,0.0,0
SS_A|Food and beverages,2019-01-27,6,81.71,0.0,0
SS_A|Food and beverages,2019-01-28,7,11.53,0.0,0
SS_A|Food and beverages,2019-02-01,5,14.23,0.0,0
SS_A|Food and beverages,2019-02-02,10,10.96,0.0,0
SS_A|Food and beverages,2019-02-03,15,54.06,0.0,0
SS_A|Food and beverages,2019-02-05,1,87.9,0.0,0
SS_A|Food and beverages,2019-02-07,10,43.19,0.0,0
SS_A|Food and beverages,2019-02-09,10,34.72,0.0,0
SS_A|Food and beverages,2019-02-10,5,44.59,0.0,0
SS_A|Food and beverages,2019-02-15,6,59.65,0.0,0
SS_A|Food and beverages,2019-02-16,7,24.82,0.0,0
SS_A|Food and beverages,2019-02-17,11,67.85,0.0,0
SS_A|Food and beverages,2019-02-19,9,98.66,0.0,0
SS_A|Food and beverages,2019-02-20,5,92.29,0.0,0
SS_A|Food and beverages,2019-02-23,4,73.47,0.0,0
SS_A|Food and beverages,2019-02-25,3,99.6,0.0,0
SS_A|Food and beverages,2019-02-27,20,46.64,0.0,0
SS_A|Food and beverages,2019-02-28,6,80.62,0.0,0
SS_A|Food and beverages,2019-03-02,4,66.52,0.0,0
SS_A|Food and beverages,2019-03-03,8,22.17,0.0,0
SS_A|Food and beverages,2019-03-04,4,74.66,0.0,0
SS_A|Food and beverages,2019-03-09,5,99.78,0.0,0
SS_A|Food and beverages,2019-03-10,7,10.13,0.0,0
SS_A|Food and beverages,2019-03-13,12,49.32,0.0,0
SS_A|Food and beverages,2019-03-14,2,23.48,0.0,0
SS_A|Food and beverages,2019-03-16,5,63.61,0.0,0
SS_A|Food and beverages,2019-03-19,2,83.34,0.0,0
SS_A|Food and beverages,2019-03-20,3,59.37,0.0,0
SS_A|Food and beverages,2019-03-22,5,56.56,0.0,0
SS_A|Food and beverages,2019-03-23,9,66.84,0.0,0
SS_A|Food and beverages,2019-03-25,4,55.39,0.0,0
SS_A|Food and beverages,2019-03-27,12,55.15,0.0,0
SS_A|Food and beverages,2019-03-28,14,58.66,0.0,0
SS_A|Health and beauty,2019-01-03,14,39.81,0.0,0
SS_A|Health and beauty,2019-01-04,5,20.97,0.0,0
SS_A|Health and beauty,2019-01-05,7,74.69,0.0,0
SS_A|Health and beauty,2019-01-10,2,36.26,0.0,0
SS_A|Health and beauty,2019-01-13,9,39.62,0.0,0
SS_A|Health and beauty,2019-01-20,4,55.5,0.0,0
SS_A|Health and beauty,2019-01-21,7,53.17,0.0,0
SS_A|Health and beauty,2019-01-23,9,79.15,0.0,0
SS_A|Health and beauty,2019-01-24,5,77.5,0.0,0
SS_A|Health and beauty,2019-01-27,8,58.22,0.0,0
SS_A|Health and beauty,2019-02-01,4,77.68,0.0,0
SS_A|Health and beauty,2019-02-02,1,18.33,0.0,0
SS_A|Health and beauty,2019-02-06,5,35.68,0.0,0
SS_A|Health and beauty,2019-02-07,8,89.6,0.0,0
SS_A|Health and beauty,2019-02-12,6,25.43,0.0,0
SS_A|Health and beauty,2019-02-14,1,91.3,0.0,0
SS_A|Health and beauty,2019-02-15,6,15.26,0.0,0
SS_A|Health and beauty,2019-02-17,3,92.09,0.0,0
SS_A|Health and beauty,2019-02-19,5,50.79,0.0,0
SS_A|Health and beauty,2019-02-20,10,32.32,0.0,0
SS_A|Health and beauty,2019-02-25,3,65.18,0.0,0
SS_A|Health and beauty,2019-02-28,3,56.0,0.0,0
SS_A|Health and beauty,2019-03-03,8,28.46,0.0,0
SS_A|Health and beauty,2019-03-04,24,56.85,0.0,0
SS_A|Health and beauty,2019-03-06,1,79.74,0.0,0
SS_A|Health and beauty,2019-03-07,9,15.55,0.0,0
SS_A|Health and beauty,2019-03-09,14,51.87,0.0,0
SS_A|Health and beauty,2019-03-11,9,66.89,0.0,0
SS_A|Health and beauty,2019-03-12,4,47.67,0.0,0
SS_A|Health and beauty,2019-03-13,10,15.87,0.0,0
SS_A|Health and beauty,2019-03-15,11,37.92,0.0,0
SS_A|Health and beauty,2019-03-25,3,15.8,0.0,0
SS_A|Health and beauty,2019-03-26,14,32.08,0.0,0
SS_A|Health and beauty,2019-03-27,8,32.46,0.0,0
SS_A|Health and beauty,2019-03-28,7,10.08,0.0,0
SS_A|Health and beauty,2019-03-29,10,71.38,0.0,0
SS_A|Home and lifestyle,2019-01-01,8,47.59,0.0,0
SS_A|Home and lifestyle,2019-01-03,5,67.09,0.0,0
SS_A|Home and lifestyle,2019-01-04,10,35.54,0.0,0
SS_A|Home and lifestyle,2019-01-05,13,57.55,0.0,0
SS_A|Home and lifestyle,2019-01-06,8,58.9,0.0,0
SS_A|Home and lifestyle,2019-01-07,9,21.54,0.0,0
SS_A|Home and lifestyle,2019-01-10,6,78.38,0.0,0
SS_A|Home and lifestyle,2019-01-11,6,96.52,0.0,0
SS_A|Home and lifestyle,2019-01-13,3,81.01,0.0,0
SS_A|Home and lifestyle,2019-01-15,15,58.1,0.0,0
SS_A|Home and lifestyle,2019-01-16,10,63.56,0.0,0
SS_A|Home and lifestyle,2019-01-17,6,21.52,0.0,0
SS_A|Home and lifestyle,2019-01-18,9,19.36,0.0,0
SS_A|Home and lifestyle,2019-01-19,19,51.55,0.0,0
SS_A|Home and lifestyle,2019-01-20,10,72.35,0.0,0
SS_A|Home and lifestyle,2019-01-21,12,75.58,0.0,0
SS_A|Home and lifestyle,2019-01-22,12,63.67,0.0,0
SS_A|Home and lifestyle,2019-01-25,7,57.13,0.0,0
SS_A|Home and lifestyle,2019-01-27,2,12.03,0.0,0
SS_A|Home and lifestyle,2019-01-29,5,87.37,0.0,0
SS_A|Home and lifestyle,2019-02-03,17,81.88,0.0,0
SS_A|Home and lifestyle,2019-02-05,6,25.91,0.0,0
SS_A|Home and lifestyle,2019-02-06,6,37.44,0.0,0
SS_A|Home and lifestyle,2019-02-07,8,93.12,0.0,0
SS_A|Home and lifestyle,2019-02-10,1,74.07,0.0,0
SS_A|Home and lifestyle,2019-02-11,3,80.08,0.0,0
SS_A|Home and lifestyle,2019-02-15,8,69.96,0.0,0
SS_A|Home and lifestyle,2019-02-17,8,88.79,0.0,0
SS_A|Home and lifestyle,2019-02-18,6,34.42,0.0,0
SS_A|Home and lifestyle,2019-02-20,2,37.69,0.0,0
SS_A|Home and lifestyle,2019-02-22,1,65.82,0.0,0
SS_A|Home and lifestyle,2019-02-24,2,47.68,0.0,0
SS_A|Home and lifestyle,2019-03-01,2,34.73,0.0,0
SS_A|Home and lifestyle,2019-03-03,7,46.33,0.0,0
SS_A|Home and lifestyle,2019-03-04,13,40.45,0.0,0
SS_A|Home and lifestyle,2019-03-07,5,42.24,0.0,0
SS_A|Home and lifestyle,2019-03-08,16,69.4,0.0,0
SS_A|Home and lifestyle,2019-03-10,7,93.69,0.0,0
SS_A|Home and lifestyle,2019-03-11,13,49.92,0.0,0
SS_A|Home and lifestyle,2019-03-16,4,23.75,0.0,0
SS_A|Home and lifestyle,2019-03-17,4,77.47,0.0,0
SS_A|Home and lifestyle,2019-03-19,4,23.29,0.0,0
SS_A|Home and lifestyle,2019-03-20,9,93.96,0.0,0
SS_A|Home and lifestyle,2019-03-21,9,33.84,0.0,0
SS_A|Home and lifestyle,2019-03-22,17,49.79,0.0,0
SS_A|Home and lifestyle,2019-03-23,1,25.29,0.0,0
SS_A|Home and lifestyle,2019-03-24,6,67.4,0.0,0
SS_A|Home and lifestyle,2019-03-27,2,44.34,0.0,0
SS_A|Home and lifestyle,2019-03-29,3,72.42,0.0,0
SS_A|Home and lifestyle,2019-03-30,6,34.42,0.0,0
SS_A|Sports and travel,2019-01-01,10,54.38,0.0,0
SS_A|Sports and travel,2019-01-02,1,42.47,0.0,0
SS_A|Sports and travel,2019-01-06,5,54.74,0.0,0
SS_A|Sports and travel,2019-01-07,9,60.95,0.0,0
SS_A|Sports and travel,2019-01-08,7,30.17,0.0,0
SS_A|Sports and travel,2019-01-10,7,21.98,0.0,0
SS_A|Sports and travel,2019-01-11,4,82.33,0.0,0
SS_A|Sports and travel,2019-01-13,7,45.58,0.0,0
SS_A|Sports and travel,2019-01-15,7,19.1,0.0,0
SS_A|Sports and travel,2019-01-16,2,93.18,0.0,0
SS_A|Sports and travel,2019-01-17,10,48.95,0.0,0
SS_A|Sports and travel,2019-01-18,6,89.06,0.0,0
SS_A|Sports and travel,2019-01-19,14,65.07,0.0,0
SS_A|Sports and travel,2019-01-20,2,93.14,0.0,0
SS_A|Sports and travel,2019-01-24,10,78.77,0.0,0
SS_A|Sports and travel,2019-01-25,4,40.05,0.0,0
SS_A|Sports and travel,2019-01-27,5,32.25,0.0,0
SS_A|Sports and travel,2019-01-29,9,25.3,0.0,0
SS_A|Sports and travel,2019-02-01,7,69.52,0.0,0
SS_A|Sports and travel,2019-02-02,8,51.52,0.0,0
SS_A|Sports and travel,2019-02-04,5,43.06,0.0,0
SS_A|Sports and travel,2019-02-05,3,75.2,0.0,0
SS_A|Sports and travel,2019-02-07,1,45.58,0.0,0
SS_A|Sports and travel,2019-02-08,7,86.31,0.0,0
SS_A|Sports and travel,2019-02-09,10,22.24,0.0,0
SS_A|Sports and travel,2019-02-11,4,94.76,0.0,0
SS_A|Sports and travel,2019-02-12,2,71.63,0.0,0
SS_A|Sports and travel,2019-02-14,3,44.65,0.0,0
SS_A|Sports and travel,2019-02-17,9,98.09,0.0,0
SS_A|Sports and travel,2019-02-22,10,24.49,0.0,0
SS_A|Sports and travel,2019-02-25,6,86.79,0.0,0
SS_A|Sports and travel,2019-03-02,5,68.97,0.0,0
SS_A|Sports and travel,2019-03-04,7,12.34,0.0,0
SS_A|Sports and travel,2019-03-06,16,44.43,0.0,0
SS_A|Sports and travel,2019-03-09,12,53.7,0.0,0
SS_A|Sports and travel,2019-03-10,8,48.83,0.0,0
SS_A|Sports and travel,2019-03-12,7,98.4,0.0,0
SS_A|Sports and travel,2019-03-14,9,97.48,0.0,0
SS_A|Sports and travel,2019-03-16,8,72.5,0.0,0
SS_A|Sports and travel,2019-03-17,10,76.92,0.0,0
SS_A|Sports and travel,2019-03-18,5,33.26,0.0,0
SS_A|Sports and travel,2019-03-20,19,41.51,0.0,0
SS_A|Sports and travel,2019-03-22,11,72.94,0.0,0
SS_A|Sports and travel,2019-03-23,10,15.5,0.0,0
SS_A|Sports and travel,2019-03-30,12,60.75,0.0,0
SS_B|Electronic accessories,2019-01-01,6,74.71,0.0,0
SS_B|Electronic accessories,2019-01-02,6,22.01,0.0,0
SS_B|Electronic accessories,2019-01-04,1,72.17,0.0,0
SS_B|Electronic accessories,2019-01-10,4,13.78,0.0,0
SS_B|Electronic accessories,2019-01-12,8,91.56,0.0,0
SS_B|Electronic accessories,2019-01-15,5,75.66,0.0,0
SS_B|Electronic accessories,2019-01-19,14,29.58,0.0,0
SS_B|Electronic accessories,2019-01-24,17,54.95,0.0,0
SS_B|Electronic accessories,2019-01-26,7,87.08,0.0,0
SS_B|Electronic accessories,2019-01-28,10,21.43,0.0,0
SS_B|Electronic accessories,2019-01-30,12,36.16,0.0,0
SS_B|Electronic accessories,2019-01-31,29,67.46,0.0,0
SS_B|Electronic accessories,2019-02-02,7,26.26,0.0,0
SS_B|Electronic accessories,2019-02-06,16,33.26,0.0,0
SS_B|Electronic accessories,2019-02-07,24,63.89,0.0,0
SS_B|Electronic accessories,2019-02-09,3,81.4,0.0,0
SS_B|Electronic accessories,2019-02-10,9,28.65,0.0,0
SS_B|Electronic accessories,2019-02-12,1,39.48,0.0,0
SS_B|Electronic accessories,2019-02-15,9,88.25,0.0,0
SS_B|Electronic accessories,2019-02-17,14,57.9,0.0,0
SS_B|Electronic accessories,2019-02-23,17,47.06,0.0,0
SS_B|Electronic accessories,2019-02-25,11,51.6,0.0,0
SS_B|Electronic accessories,2019-02-26,6,90.7,0.0,0
SS_B|Electronic accessories,2019-02-28,1,60.3,0.0,0
SS_B|Electronic accessories,2019-03-01,3,27.5,0.0,0
SS_B|Electronic accessories,2019-03-02,19,58.89,0.0,0
SS_B|Electronic accessories,2019-03-04,9,19.24,0.0,0
SS_B|Electronic accessories,2019-03-06,5,28.38,0.0,0
SS_B|Electronic accessories,2019-03-09,8,59.74,0.0,0
SS_B|Electronic accessories,2019-03-10,1,25.45,0.0,0
SS_B|Electronic accessories,2019-03-11,5,34.49,0.0,0
SS_B|Electronic accessories,2019-03-12,3,10.59,0.0,0
SS_B|Electronic accessories,2019-03-14,9,21.58,0.0,0
SS_B|Electronic accessories,2019-03-15,4,57.49,0.0,0
SS_B|Electronic accessories,2019-03-16,4,95.64,0.0,0
SS_B|Electronic accessories,2019-03-25,4,52.89,0.0,0
SS_B|Electronic accessories,2019-03-26,3,45.71,0.0,0
SS_B|Electronic accessories,2019-03-27,2,55.67,0.0,0
SS_B|Fashion accessories,2019-01-02,9,40.61,0.0,0
SS_B|Fashion accessories,2019-01-04,4,68.71,0.0,0
SS_B|Fashion accessories,2019-01-05,1,73.96,0.0,0
SS_B|Fashion accessories,2019-01-07,13,70.88,0.0,0
SS_B|Fashion accessories,2019-01-08,10,65.23,0.0,0
SS_B|Fashion accessories,2019-01-10,7,79.86,0.0,0
SS_B|Fashion accessories,2019-01-12,10,83.25,0.0,0
SS_B|Fashion accessories,2019-01-13,2,59.86,0.0,0
SS_B|Fashion accessories,2019-01-14,4,18.08,0.0,0
SS_B|Fashion accessories,2019-01-15,2,73.52,0.0,0
SS_B|Fashion accessories,2019-01-16,5,41.64,0.0,0
SS_B|Fashion accessories,2019-01-18,6,17.48,0.0,0
SS_B|Fashion accessories,2019-01-24,3,93.22,0.0,0
SS_B|Fashion accessories,2019-01-25,9,44.36,0.0,0
SS_B|Fashion accessories,2019-01-26,12,45.19,0.0,0
SS_B|Fashion accessories,2019-01-29,4,32.62,0.0,0
SS_B|Fashion accessories,2019-01-31,2,69.08,0.0,0
SS_B|Fashion accessories,2019-02-02,7,25.56,0.0,0
SS_B|Fashion accessories,2019-02-03,1,53.78,0.0,0
SS_B|Fashion accessories,2019-02-04,2,72.04,0.0,0
SS_B|Fashion accessories,2019-02-06,4,14.48,0.0,0
SS_B|Fashion accessories,2019-02-07,5,63.71,0.0,0
SS_B|Fashion accessories,2019-02-08,1,33.52,0.0,0
SS_B|Fashion accessories,2019-02-09,3,57.27,0.0,0
SS_B|Fashion accessories,2019-02-12,8,94.87,0.0,0
SS_B|Fashion accessories,2019-02-13,5,29.56,0.0,0
SS_B|Fashion accessories,2019-02-15,7,72.84,0.0,0
SS_B|Fashion accessories,2019-02-16,14,47.19,0.0,0
SS_B|Fashion accessories,2019-02-21,4,73.82,0.0,0
SS_B|Fashion accessories,2019-02-22,25,36.4,0.0,0
SS_B|Fashion accessories,2019-02-24,2,83.77,0.0,0
SS_B|Fashion accessories,2019-02-25,5,94.13,0.0,0
SS_B|Fashion accessories,2019-02-26,2,99.89,0.0,0
SS_B|Fashion accessories,2019-02-27,13,27.3,0.0,0
SS_B|Fashion accessories,2019-02-28,10,41.09,0.0,0
SS_B|Fashion accessories,2019-03-01,7,81.31,0.0,0
SS_B|Fashion accessories,2019-03-05,5,21.94,0.0,0
SS_B|Fashion accessories,2019-03-06,2,49.92,0.0,0
SS_B|Fashion accessories,2019-03-09,15,74.7,0.0,0
SS_B|Fashion accessories,2019-03-13,6,37.1,0.0,0
SS_B|Fashion accessories,2019-03-14,11,42.94,0.0,0
SS_B|Fashion accessories,2019-03-15,2,27.18,0.0,0
SS_B|Fashion accessories,2019-03-19,8,25.42,0.0,0
SS_B|Fashion accessories,2019-03-20,3,77.38,0.0,0
SS_B|Fashion accessories,2019-03-22,4,17.87,0.0,0
SS_B|Fashion accessories,2019-03-23,4,91.54,0.0,0
SS_B|Fashion accessories,2019-03-24,6,58.75,0.0,0
SS_B|Fashion accessories,2019-03-28,3,30.37,0.0,0
SS_B|Food and beverages,2019-01-01,18,56.4,0.0,0
SS_B|Food and beverages,2019-01-05,1,71.2,0.0,0
SS_B|Food and beverages,2019-01-07,4,89.14,0.0,0
SS_B|Food and beverages,2019-01-08,20,53.9,0.0,0
SS_B|Food and beverages,2019-01-13,2,72.39,0.0,0
SS_B|Food and beverages,2019-01-14,12,84.16,0.0,0
SS_B|Food and beverages,2019-01-17,2,57.89,0.0,0
SS_B|Food and beverages,2019-01-18,8,19.79,0.0,0
SS_B|Food and beverages,2019-01-22,5,28.86,0.0,0
SS_B|Food and beverages,2019-01-25,12,65.11,0.0,0
SS_B|Food and beverages,2019-01-26,12,76.23,0.0,0
SS_B|Food and beverages,2019-01-29,6,84.05,0.0,0
SS_B|Food and beverages,2019-02-02,9,46.55,0.0,0
SS_B|Food and beverages,2019-02-03,5,47.16,0.0,0
SS_B|Food and beverages,2019-02-04,5,32.23,0.0,0
SS_B|Food and beverages,2019-02-05,9,42.82,0.0,0
SS_B|Food and beverages,2019-02-06,9,20.01,0.0,0
SS_B|Food and beverages,2019-02-07,10,54.36,0.0,0
SS_B|Food and beverages,2019-02-11,10,77.2,0.0,0
SS_B|Food and beverages,2019-02-15,9,77.4,0.0,0
SS_B|Food and beverages,2019-02-20,20,48.9,0.0,0
SS_B|Food and beverages,2019-02-23,3,98.79,0.0,0
SS_B|Food and beverages,2019-02-24,8,26.43,0.0,0
SS_B|Food and beverages,2019-02-25,4,62.85,0.0,0
SS_B|Food and beverages,2019-02-26,6,26.6,0.0,0
SS_B|Food and beverages,2019-03-01,1,53.72,0.0,0
SS_B|Food and beverages,2019-03-03,10,73.05,0.0,0
SS_B|Food and beverages,2019-03-05,6,33.3,0.0,0
SS_B|Food and beverages,2019-03-06,7,62.08,0.0,0
SS_B|Food and beverages,2019-03-08,5,17.63,0.0,0
SS_B|Food and beverages,2019-03-10,10,29.96,0.0,0
SS_B|Food and beverages,2019-03-14,8,53.21,0.0,0
SS_B|Food and beverages,2019-03-20,6,50.39,0.0,0
SS_B|Food and beverages,2019-03-27,6,30.74,0.0,0
SS_B|Food and beverages,2019-03-30,2,93.4,0.0,0
SS_B|Health and beauty,2019-01-02,10,34.21,0.0,0
SS_B|Health and beauty,2019-01-03,8,62.0,0.0,0
SS_B|Health and beauty,2019-01-06,9,80.47,0.0,0
SS_B|Health and beauty,2019-01-12,3,47.17,0.0,0
SS_B|Health and beauty,2019-01-14,1,17.75,0.0,0
SS_B|Health and beauty,2019-01-15,10,66.47,0.0,0
SS_B|Health and beauty,2019-01-22,6,55.81,0.0,0
SS_B|Health and beauty,2019-01-25,5,60.13,0.0,0
SS_B|Health and beauty,2019-01-26,9,69.37,0.0,0
SS_B|Health and beauty,2019-01-27,4,96.16,0.0,0
SS_B|Health and beauty,2019-01-28,26,79.4,0.0,0
SS_B|Health and beauty,2019-02-05,9,58.24,0.0,0
SS_B|Health and beauty,2019-02-06,10,25.9,0.0,0
SS_B|Health and beauty,2019-02-11,9,84.09,0.0,0
SS_B|Health and beauty,2019-02-14,4,75.74,0.0,0
SS_B|Health and beauty,2019-02-15,13,67.99,0.0,0
SS_B|Health and beauty,2019-02-18,2,14.76,0.0,0
SS_B|Health and beauty,2019-02-20,5,66.68,0.0,0
SS_B|Health and beauty,2019-02-21,3,39.91,0.0,0
SS_B|Health and beauty,2019-02-23,4,17.97,0.0,0
SS_B|Health and beauty,2019-02-25,12,49.24,0.0,0
SS_B|Health and beauty,2019-02-26,6,99.71,0.0,0
SS_B|Health and beauty,2019-02-27,25,44.29,0.0,0
SS_B|Health and beauty,2019-03-01,5,36.7,0.0,0
SS_B|Health and beauty,2019-03-02,3,73.41,0.0,0
SS_B|Health and beauty,2019-03-05,24,46.03,0.0,0
SS_B|Health and beauty,2019-03-12,10,61.82,0.0,0
SS_B|Health and beauty,2019-03-13,10,18.11,0.0,0
SS_B|Health and beauty,2019-03-14,10,82.58,0.0,0
SS_B|Health and beauty,2019-03-15,9,19.86,0.0,0
SS_B|Health and beauty,2019-03-19,7,30.35,0.0,0
SS_B|Health and beauty,2019-03-24,5,82.88,0.0,0
SS_B|Health and beauty,2019-03-29,27,72.66,0.0,0
SS_B|Health and beauty,2019-03-30,17,85.62,0.0,0
SS_B|Home and lifestyle,2019-01-03,6,63.15,0.0,0
SS_B|Home and lifestyle,2019-01-05,9,35.38,0.0,0
SS_B|Home and lifestyle,2019-01-06,4,62.19,0.0,0
SS_B|Home and lifestyle,2019-01-08,2,49.1,0.0,0
SS_B|Home and lifestyle,2019-01-09,3,21.9,0.0,0
SS_B|Home and lifestyle,2019-01-12,7,51.07,0.0,0
SS_B|Home and lifestyle,2019-01-15,10,97.37,0.0,0
SS_B|Home and lifestyle,2019-01-17,8,93.61,0.0,0
SS_B|Home and lifestyle,2019-01-20,5,43.86,0.0,0
SS_B|Home and lifestyle,2019-01-24,5,73.28,0.0,0
SS_B|Home and lifestyle,2019-01-26,4,25.55,0.0,0
SS_B|Home and lifestyle,2019-01-27,10,49.01,0.0,0
SS_B|Home and lifestyle,2019-02-02,8,93.87,0.0,0
SS_B|Home and lifestyle,2019-02-04,9,77.68,0.0,0
SS_B|Home and lifestyle,2019-02-07,9,22.02,0.0,0
SS_B|Home and lifestyle,2019-02-08,14,29.36,0.0,0
SS_B|Home and lifestyle,2019-02-09,10,57.93,0.0,0
SS_B|Home and lifestyle,2019-02-10,7,36.91,0.0,0
SS_B|Home and lifestyle,2019-02-11,3,77.04,0.0,0
SS_B|Home and lifestyle,2019-02-12,10,60.38,0.0,0
SS_B|Home and lifestyle,2019-02-15,5,17.77,0.0,0
