series_id,date,units_sold,revenue,price,marketing_spend,promotion_flag
S000,2023-02-17,205,319436.84,1558.2285,1144.39,1
S000,2023-02-18,201,368475.21,1833.21,1215.33,0
S000,2023-02-19,213,390473.73,1833.21,1045.69,0
S000,2023-02-20,168,307979.28,1833.21,1362.99,0
S000,2023-02-21,139,254816.19,1833.21,1152.5,0
S000,2023-02-22,141,258482.61,1833.21,1130.29,0
S000,2023-02-23,165,302479.65,1833.21,1273.1,0
S000,2023-02-24,152,278647.92,1833.21,1229.25,0
S000,2023-02-25,209,383140.89,1833.21,1130.95,0
S000,2023-02-26,218,399639.78,1833.21,1075.67,0
S000,2023-02-27,153,280481.13,1833.21,1331.93,0
S000,2023-02-28,155,284147.55,1833.21,1209.33,0
S000,2023-03-01,156,285980.76,1833.21,1141.54,0
S000,2023-03-02,140,256649.4,1833.21,1317.67,0
S000,2023-03-03,169,309812.49,1833.21,1045.43,0
S000,2023-03-04,243,445470.03,1833.21,1150.97,0
S000,2023-03-05,226,414305.46,1833.21,1060.76,0
S000,2023-03-06,149,273148.29,1833.21,1121.78,0
S000,2023-03-07,153,280481.13,1833.21,1184.36,0
S000,2023-03-08,152,278647.92,1833.21,1207.35,0
S000,2023-03-09,139,254816.19,1833.21,1064.41,0
S000,2023-03-10,134,245650.14,1833.21,1105.64,0
S000,2023-03-11,226,414305.46,1833.21,1133.29,0
S000,2023-03-12,233,427137.93,1833.21,1079.47,0
S000,2023-03-13,150,274981.5,1833.21,1167.41,0
S000,2023-03-14,190,296063.41,1558.2285,1046.7,1
S000,2023-03-15,152,278647.92,1833.21,1120.39,0
S000,2023-03-16,173,317145.33,1833.21,1118.05,0
S000,2023-03-17,131,240150.51,1833.21,1010.84,0
S000,2023-03-18,294,458119.18,1558.2285,1027.6,1
S000,2023-03-19,177,324478.17,1833.21,1007.15,0
S000,2023-03-20,143,262149.03,1833.21,1051.64,0
S000,2023-03-21,127,232817.67,1833.21,977.67,0
S000,2023-03-22,131,240150.51,1833.21,915.0,0
S000,2023-03-23,181,331811.01,1833.21,940.92,0
S000,2023-03-24,150,274981.5,1833.21,925.6,0
S000,2023-03-25,215,394140.15,1833.21,1184.98,0
S000,2023-03-26,210,384974.1,1833.21,1088.45,0
S000,2023-03-27,145,265815.45,1833.21,995.52,0
S000,2023-03-28,141,258482.61,1833.21,974.43,0
S000,2023-03-29,151,276814.71,1833.21,1033.66,0
S000,2023-03-30,149,273148.29,1833.21,1013.59,0
S000,2023-03-31,181,282039.36,1558.2285,905.37,1
S000,2023-04-01,226,414305.46,1833.21,1156.27,0
S000,2023-04-02,214,392306.94,1833.21,883.25,0
S000,2023-04-03,148,271315.08,1833.21,841.78,0
S000,2023-04-04,159,291480.39,1833.21,979.68,0
S000,2023-04-05,142,260315.82,1833.21,968.07,0
S000,2023-04-06,144,263982.24,1833.21,941.21,0
S000,2023-04-07,148,271315.08,1833.21,898.06,0
S000,2023-04-08,211,386807.31,1833.21,1034.34,0
S000,2023-04-09,204,373974.84,1833.21,905.53,0
S000,2023-04-10,162,296980.02,1833.21,717.79,0
S000,2023-04-11,138,252982.98,1833.21,729.29,0
S000,2023-04-12,141,258482.61,1833.21,856.28,0
S000,2023-04-13,169,309812.49,1833.21,973.08,0
S000,2023-04-14,168,307979.28,1833.21,952.86,0
S000,2023-04-15,205,375808.05,1833.21,875.84,0
S000,2023-04-16,225,412472.25,1833.21,832.73,0
S000,2023-04-17,140,256649.4,1833.21,709.14,0
S000,2023-04-18,168,307979.28,1833.21,917.71,0
S000,2023-04-19,145,265815.45,1833.21,868.67,0
S000,2023-04-20,158,289647.18,1833.21,684.67,0
S000,2023-04-21,133,243816.93,1833.21,843.77,0
S000,2023-04-22,196,359309.16,1833.21,779.99,0
S000,2023-04-23,218,399639.78,1833.21,798.03,0
S000,2023-04-24,139,254816.19,1833.21,549.96,0
S000,2023-04-25,120,219985.2,1833.21,792.46,0
S000,2023-04-26,124,227318.04,1833.21,692.41,0
S000,2023-04-27,156,285980.76,1833.21,876.35,0
S000,2023-04-28,154,282314.34,1833.21,680.45,0
S000,2023-04-29,210,384974.1,1833.21,748.11,0
S000,2023-04-30,200,366642.0,1833.21,640.46,0
S000,2023-05-01,131,240150.51,1833.21,749.48,0
S000,2023-05-02,133,243816.93,1833.21,696.59,0
S000,2023-05-03,150,274981.5,1833.21,626.5,0
S000,2023-05-04,152,278647.92,1833.21,698.08,0
S000,2023-05-05,170,311645.7,1833.21,769.61,0
S000,2023-05-06,230,421638.3,1833.21,667.96,0
S000,2023-05-07,280,436303.98,1558.2285,639.97,1
S000,2023-05-08,121,221818.41,1833.21,529.84,0
S000,2023-05-09,146,267648.66,1833.21,600.37,0
S000,2023-05-10,116,212652.36,1833.21,695.41,0
S000,2023-05-11,147,269481.87,1833.21,671.35,0
S000,2023-05-12,135,247483.35,1833.21,727.9,0
S000,2023-05-13,208,381307.68,1833.21,672.84,0
S000,2023-05-14,202,370308.42,1833.21,706.35,0
S000,2023-05-15,137,251149.77,1833.21,673.16,0
S000,2023-05-16,176,274248.22,1558.2285,701.03,1
S000,2023-05-17,128,234650.88,1833.21,727.72,0
S000,2023-05-18,131,240150.51,1833.21,512.67,0
S000,2023-05-19,145,265815.45,1833.21,717.64,0
S000,2023-05-20,206,377641.26,1833.21,748.15,0
S000,2023-05-21,194,355642.74,1833.21,771.99,0
S000,2023-05-22,130,238317.3,1833.21,591.77,0
S000,2023-05-23,160,293313.6,1833.21,613.65,0
S000,2023-05-24,127,232817.67,1833.21,519.38,0
S000,2023-05-25,121,221818.41,1833.21,691.57,0
S000,2023-05-26,137,251149.77,1833.21,734.44,0
S000,2023-05-27,208,381307.68,1833.21,551.13,0
S000,2023-05-28,209,383140.89,1833.21,634.04,0
S000,2023-05-29,127,232817.67,1833.21,775.4,0
S000,2023-05-30,157,287813.97,1833.21,754.16,0
S000,2023-05-31,146,267648.66,1833.21,693.46,0
S000,2023-06-01,147,269481.87,1833.21,841.04,0
S000,2023-06-02,133,243816.93,1833.21,678.67,0
S000,2023-06-03,211,386807.31,1833.21,697.99,0
S000,2023-06-04,169,309812.49,1833.21,593.87,0
S000,2023-06-05,171,266457.07,1558.2285,571.54,1
S000,2023-06-06,135,247483.35,1833.21,857.92,0
S000,2023-06-07,140,256649.4,1833.21,715.54,0
S000,2023-06-08,139,254816.19,1833.21,705.27,0
S000,2023-06-09,145,265815.45,1833.21,791.42,0
S000,2023-06-10,238,436303.98,1833.21,938.37,0
S000,2023-06-11,205,375808.05,1833.21,712.35,0
S000,2023-06-12,148,271315.08,1833.21,693.89,0
S000,2023-06-13,148,271315.08,1833.21,636.95,0
S000,2023-06-14,149,273148.29,1833.21,783.31,0
S000,2023-06-15,139,254816.19,1833.21,701.82,0
S000,2023-06-16,142,260315.82,1833.21,821.34,0
S000,2023-06-17,223,408805.83,1833.21,557.87,0
S000,2023-06-18,185,339143.85,1833.21,831.55,0
S000,2023-06-19,165,302479.65,1833.21,482.25,0
S000,2023-06-20,151,276814.71,1833.21,803.73,0
S000,2023-06-21,143,262149.03,1833.21,626.98,0
S000,2023-06-22,149,273148.29,1833.21,771.02,0
S000,2023-06-23,157,287813.97,1833.21,848.67,0
S000,2023-06-24,199,364808.79,1833.21,945.52,0
S000,2023-06-25,238,436303.98,1833.21,926.69,0
S000,2023-06-26,146,267648.66,1833.21,770.79,0
S000,2023-06-27,142,260315.82,1833.21,844.04,0
S000,2023-06-28,149,273148.29,1833.21,741.87,0
S000,2023-06-29,137,251149.77,1833.21,692.89,0
S000,2023-06-30,140,256649.4,1833.21,952.4,0
S000,2023-07-01,210,384974.1,1833.21,699.48,0
S000,2023-07-02,209,383140.89,1833.21,847.7,0
S000,2023-07-03,156,285980.76,1833.21,892.1,0
S000,2023-07-04,156,285980.76,1833.21,943.64,0
S000,2023-07-05,147,269481.87,1833.21,918.96,0
S000,2023-07-06,135,247483.35,1833.21,872.4,0
S000,2023-07-07,140,256649.4,1833.21,795.02,0
S000,2023-07-08,217,397806.57,1833.21,837.11,0
S000,2023-07-09,230,421638.3,1833.21,933.18,0
S000,2023-07-10,179,278922.9,1558.2285,1006.0,1
S000,2023-07-11,133,243816.93,1833.21,997.57,0
S000,2023-07-12,139,254816.19,1833.21,949.82,0
S000,2023-07-13,166,304312.86,1833.21,982.79,0
S000,2023-07-14,157,287813.97,1833.21,1089.65,0
S000,2023-07-15,204,373974.84,1833.21,760.79,0
S000,2023-07-16,247,452802.87,1833.21,893.36,0
S000,2023-07-17,151,276814.71,1833.21,892.62,0
S000,2023-07-18,158,289647.18,1833.21,1158.97,0
S000,2023-07-19,150,274981.5,1833.21,1187.12,0
S000,2023-07-20,178,277364.67,1558.2285,874.9,1
S000,2023-07-21,153,280481.13,1833.21,987.91,0
S000,2023-07-22,203,372141.63,1833.21,880.41,0
S000,2023-07-23,212,388640.52,1833.21,1170.36,0
S000,2023-07-24,159,291480.39,1833.21,1110.73,0
S000,2023-07-25,171,266457.07,1558.2285,912.98,1
S000,2023-07-26,159,291480.39,1833.21,1098.22,0
S000,2023-07-27,160,293313.6,1833.21,1009.59,0
S000,2023-07-28,171,313478.91,1833.21,1113.87,0
S000,2023-07-29,280,436303.98,1558.2285,1058.1,1
S000,2023-07-30,262,408255.87,1558.2285,1048.63,1
S000,2023-07-31,140,256649.4,1833.21,1074.71,0
S000,2023-08-01,179,328144.59,1833.21,896.5,0
S000,2023-08-02,149,273148.29,1833.21,1088.39,0
S000,2023-08-03,140,256649.4,1833.21,1105.59,0
S000,2023-08-04,137,251149.77,1833.21,1191.55,0
S000,2023-08-05,228,417971.88,1833.21,1208.35,0
S000,2023-08-06,233,427137.93,1833.21,1118.09,0
S000,2023-08-07,146,267648.66,1833.21,994.62,0
S000,2023-08-08,180,329977.8,1833.21,1330.19,0
S000,2023-08-09,157,287813.97,1833.21,1062.25,0
S000,2023-08-10,168,307979.28,1833.21,1088.39,0
S000,2023-08-11,154,282314.34,1833.21,1142.95,0
S000,2023-08-12,220,403306.2,1833.21,1093.41,0
S000,2023-08-13,227,416138.67,1833.21,1022.84,0
S000,2023-08-14,164,300646.44,1833.21,1135.47,0
S000,2023-08-15,140,256649.4,1833.21,1211.97,0
S000,2023-08-16,188,344643.48,1833.21,1266.79,0
S000,2023-08-17,155,284147.55,1833.21,1230.86,0
S000,2023-08-18,173,317145.33,1833.21,1269.67,0
S000,2023-08-19,214,392306.94,1833.21,1147.93,0
S000,2023-08-20,238,436303.98,1833.21,1157.44,0
S000,2023-08-21,154,282314.34,1833.21,1337.34,0
S000,2023-08-22,169,309812.49,1833.21,1228.9,0
S000,2023-08-23,142,260315.82,1833.21,992.52,0
S000,2023-08-24,140,256649.4,1833.21,986.52,0
S000,2023-08-25,153,280481.13,1833.21,1182.34,0
S000,2023-08-26,241,441803.61,1833.21,1105.42,0
S000,2023-08-27,232,425304.72,1833.21,1109.91,0
S000,2023-08-28,156,285980.76,1833.21,1178.71,0
S000,2023-08-29,158,289647.18,1833.21,1262.81,0
S000,2023-08-30,136,249316.56,1833.21,1177.03,0
S000,2023-08-31,145,265815.45,1833.21,1258.04,0
S000,2023-09-01,128,234650.88,1833.21,1183.71,0
S000,2023-09-02,246,450969.66,1833.21,1051.93,0
S000,2023-09-03,205,375808.05,1833.21,1213.6,0
S000,2023-09-04,154,282314.34,1833.21,1081.09,0
S000,2023-09-05,161,295146.81,1833.21,1231.93,0
S000,2023-09-06,166,304312.86,1833.21,1192.28,0
S000,2023-09-07,165,302479.65,1833.21,1024.18,0
S000,2023-09-08,135,247483.35,1833.21,1279.42,0
S000,2023-09-09,257,471134.97,1833.21,1174.45,0
S000,2023-09-10,210,384974.1,1833.21,1208.34,0
S000,2023-09-11,143,262149.03,1833.21,1156.77,0
S000,2023-09-12,174,318978.54,1833.21,1339.79,0
S000,2023-09-13,161,295146.81,1833.21,1060.02,0
S000,2023-09-14,164,300646.44,1833.21,1180.29,0
S000,2023-09-15,161,295146.81,1833.21,1201.85,0
S000,2023-09-16,260,405139.41,1558.2285,962.56,1
S000,2023-09-17,249,456469.29,1833.21,1002.72,0
S000,2023-09-18,175,320811.75,1833.21,1239.91,0
S000,2023-09-19,141,258482.61,1833.21,1108.65,0
S000,2023-09-20,139,254816.19,1833.21,1137.19,0
S000,2023-09-21,221,344368.5,1558.2285,1088.57,1
S000,2023-09-22,159,291480.39,1833.21,1168.51,0
S000,2023-09-23,203,372141.63,1833.21,1082.4,0
S000,2023-09-24,199,364808.79,1833.21,1056.61,0
S000,2023-09-25,133,243816.93,1833.21,1109.88,0
S000,2023-09-26,166,304312.86,1833.21,1043.25,0
S000,2023-09-27,145,265815.45,1833.21,1141.13,0
S000,2023-09-28,155,284147.55,1833.21,937.9,0
S000,2023-09-29,154,282314.34,1833.21,1148.46,0
S000,2023-09-30,220,403306.2,1833.21,906.0,0
S000,2023-10-01,313,573794.73,1833.21,993.56,0
S000,2023-10-02,217,397806.57,1833.21,956.87,0
S000,2023-10-03,217,397806.57,1833.21,957.4,0
S000,2023-10-04,233,427137.93,1833.21,880.31,0
S000,2023-10-05,178,326311.38,1833.21,869.18,0
S000,2023-10-06,210,384974.1,1833.21,970.12,0
S000,2023-10-07,321,588460.41,1833.21,1070.46,0
S000,2023-10-08,303,555462.63,1833.21,1093.35,0
S000,2023-10-09,204,373974.84,1833.21,870.34,0
S000,2023-10-10,210,384974.1,1833.21,1062.54,0
S000,2023-10-11,247,452802.87,1833.21,1097.42,0
S000,2023-10-12,217,397806.57,1833.21,903.57,0
S000,2023-10-13,208,381307.68,1833.21,1196.63,0
S000,2023-10-14,295,540796.95,1833.21,983.29,0
S000,2023-10-15,313,573794.73,1833.21,968.54,0
S000,2023-10-16,217,397806.57,1833.21,876.78,0
S000,2023-10-17,187,342810.27,1833.21,687.48,0
S000,2023-10-18,206,377641.26,1833.21,724.17,0
S000,2023-10-19,184,337310.64,1833.21,784.42,0
S000,2023-10-20,206,377641.26,1833.21,802.04,0
S000,2023-10-21,319,584793.99,1833.21,856.64,0
S000,2023-10-22,253,463802.13,1833.21,828.05,0
S000,2023-10-23,206,377641.26,1833.21,812.56,0
S000,2023-10-24,223,408805.83,1833.21,802.7,0
S000,2023-10-25,186,340977.06,1833.21,694.35,0
S000,2023-10-26,201,368475.21,1833.21,815.54,0
S000,2023-10-27,186,340977.06,1833.21,549.76,0
S000,2023-10-28,296,542630.16,1833.21,721.51,0
S000,2023-10-29,280,513298.8,1833.21,736.56,0
S000,2023-10-30,178,326311.38,1833.21,678.21,0
S000,2023-10-31,205,375808.05,1833.21,786.57,0
S000,2023-11-01,245,449136.45,1833.21,890.18,0
S000,2023-11-02,206,377641.26,1833.21,715.71,0
S000,2023-11-03,208,381307.68,1833.21,630.41,0
S000,2023-11-04,321,588460.41,1833.21,774.67,0
S000,2023-11-05,277,507799.17,1833.21,824.01,0
S000,2023-11-06,175,320811.75,1833.21,759.95,0
S000,2023-11-07,205,375808.05,1833.21,675.87,0
S000,2023-11-08,233,427137.93,1833.21,646.89,0
S000,2023-11-09,200,366642.0,1833.21,678.7,0
S000,2023-11-10,212,388640.52,1833.21,696.32,0
S000,2023-11-11,306,560962.26,1833.21,792.18,0
S000,2023-11-12,294,538963.74,1833.21,734.46,0
S000,2023-11-13,210,384974.1,1833.21,762.61,0
S000,2023-11-14,226,414305.46,1833.21,753.65,0
S000,2023-11-15,210,384974.1,1833.21,694.79,0
S000,2023-11-16,139,254816.19,1833.21,393.92,0
S000,2023-11-17,206,377641.26,1833.21,502.3,0
S000,2023-11-18,320,586627.2,1833.21,551.29,0
S000,2023-11-19,291,533464.11,1833.21,611.42,0
S000,2023-11-20,207,379474.47,1833.21,691.58,0
S000,2023-11-21,200,366642.0,1833.21,559.35,0
S000,2023-11-22,188,344643.48,1833.21,524.22,0
S000,2023-11-23,201,368475.21,1833.21,734.35,0
S000,2023-11-24,213,390473.73,1833.21,638.11,0
S000,2023-11-25,314,575627.94,1833.21,554.84,0
S000,2023-11-26,301,551796.21,1833.21,608.68,0
S000,2023-11-27,208,381307.68,1833.21,689.47,0
S000,2023-11-28,216,395973.36,1833.21,714.81,0
S000,2023-11-29,195,357475.95,1833.21,517.63,0
S000,2023-11-30,226,414305.46,1833.21,603.57,0
S000,2023-12-01,207,379474.47,1833.21,815.05,0
S000,2023-12-02,212,388640.52,1833.21,683.29,0
S000,2023-12-03,209,383140.89,1833.21,664.51,0
S000,2023-12-04,151,276814.71,1833.21,587.08,0
S000,2023-12-05,153,280481.13,1833.21,657.06,0
S000,2023-12-06,149,273148.29,1833.21,624.77,0
S000,2023-12-07,137,251149.77,1833.21,548.25,0
S000,2023-12-08,131,240150.51,1833.21,512.63,0
S000,2023-12-09,205,375808.05,1833.21,673.84,0
S000,2023-12-10,218,399639.78,1833.21,730.04,0
S000,2023-12-11,122,223651.62,1833.21,714.71,0
S000,2023-12-12,146,267648.66,1833.21,647.51,0
S000,2023-12-13,160,293313.6,1833.21,685.35,0
S000,2023-12-14,153,280481.13,1833.21,709.37,0
S000,2023-12-15,157,287813.97,1833.21,646.99,0
S000,2023-12-16,221,405139.41,1833.21,649.61,0
S000,2023-12-17,220,403306.2,1833.21,618.55,0
S000,2023-12-18,137,251149.77,1833.21,722.04,0
S000,2023-12-19,135,247483.35,1833.21,669.05,0
S000,2023-12-20,146,267648.66,1833.21,765.46,0
S000,2023-12-21,132,241983.72,1833.21,741.72,0
S000,2023-12-22,156,285980.76,1833.21,874.34,0
S000,2023-12-23,211,386807.31,1833.21,756.26,0
S000,2023-12-24,238,436303.98,1833.21,886.81,0
S000,2023-12-25,168,261782.39,1558.2285,700.32,1
S000,2023-12-26,149,273148.29,1833.21,809.42,0
S000,2023-12-27,146,267648.66,1833.21,756.9,0
S000,2023-12-28,148,271315.08,1833.21,635.83,0
S000,2023-12-29,145,265815.45,1833.21,912.85,0
S000,2023-12-30,217,397806.57,1833.21,931.78,0
S000,2023-12-31,219,401472.99,1833.21,847.47,0
S000,2024-01-01,131,240150.51,1833.21,778.23,0
S000,2024-01-02,144,263982.24,1833.21,884.87,0
S000,2024-01-03,153,280481.13,1833.21,833.98,0
S000,2024-01-04,148,271315.08,1833.21,781.37,0
S000,2024-01-05,166,304312.86,1833.21,996.73,0
S000,2024-01-06,233,427137.93,1833.21,974.53,0
S000,2024-01-07,201,368475.21,1833.21,924.09,0
S000,2024-01-08,143,262149.03,1833.21,942.64,0
S000,2024-01-09,173,317145.33,1833.21,1007.46,0
S000,2024-01-10,149,273148.29,1833.21,871.11,0
S000,2024-01-11,166,304312.86,1833.21,914.84,0
S000,2024-01-12,140,256649.4,1833.21,881.27,0
S000,2024-01-13,260,405139.41,1558.2285,965.48,1
S000,2024-01-14,269,419163.47,1558.2285,911.33,1
S000,2024-01-15,154,282314.34,1833.21,1105.98,0
S000,2024-01-16,146,267648.66,1833.21,757.79,0
S000,2024-01-17,150,274981.5,1833.21,897.36,0
S000,2024-01-18,157,287813.97,1833.21,1088.88,0
S000,2024-01-19,175,320811.75,1833.21,970.73,0
S000,2024-01-20,206,377641.26,1833.21,773.67,0
S000,2024-01-21,231,423471.51,1833.21,998.25,0
S000,2024-01-22,167,306146.07,1833.21,970.28,0
S000,2024-01-23,159,291480.39,1833.21,1031.56,0
S000,2024-01-24,156,285980.76,1833.21,971.36,0
S000,2024-01-25,125,229151.25,1833.21,1031.92,0
S000,2024-01-26,148,271315.08,1833.21,909.28,0
S000,2024-01-27,206,377641.26,1833.21,1025.04,0
S000,2024-01-28,255,467468.55,1833.21,977.21,0
S000,2024-01-29,177,275806.44,1558.2285,1026.73,1
S000,2024-01-30,140,256649.4,1833.21,896.37,0
S000,2024-01-31,147,269481.87,1833.21,1072.51,0
S000,2024-02-01,163,298813.23,1833.21,1101.62,0
S000,2024-02-02,145,265815.45,1833.21,973.25,0
S000,2024-02-03,255,397348.27,1558.2285,1160.86,1
S000,2024-02-04,237,434470.77,1833.21,1080.15,0
S000,2024-02-05,170,311645.7,1833.21,1103.09,0
S000,2024-02-06,182,333644.22,1833.21,1098.95,0
S000,2024-02-07,150,274981.5,1833.21,1310.09,0
S000,2024-02-08,145,265815.45,1833.21,1272.26,0
S000,2024-02-09,156,285980.76,1833.21,1096.03,0
S000,2024-02-10,214,392306.94,1833.21,1086.46,0
S000,2024-02-11,232,425304.72,1833.21,1070.68,0
S000,2024-02-12,159,291480.39,1833.21,1238.97,0
S000,2024-02-13,140,256649.4,1833.21,1095.99,0
S000,2024-02-14,140,256649.4,1833.21,999.24,0
S000,2024-02-15,179,328144.59,1833.21,1293.22,0
S000,2024-02-16,149,273148.29,1833.21,1212.84,0
S000,2024-02-17,221,405139.41,1833.21,1227.05,0
S000,2024-02-18,222,406972.62,1833.21,1233.82,0
S000,2024-02-19,159,291480.39,1833.21,1081.61,0
S000,2024-02-20,161,295146.81,1833.21,1218.45,0
S000,2024-02-21,181,331811.01,1833.21,1243.57,0
S000,2024-02-22,185,339143.85,1833.21,1311.15,0
S000,2024-02-23,160,293313.6,1833.21,1146.15,0
S000,2024-02-24,227,416138.67,1833.21,1158.84,0
S000,2024-02-25,254,465635.34,1833.21,1054.28,0
S000,2024-02-26,149,273148.29,1833.21,1125.83,0
S000,2024-02-27,159,291480.39,1833.21,1142.19,0
S000,2024-02-28,177,324478.17,1833.21,1361.45,0
S000,2024-02-29,155,284147.55,1833.21,1209.93,0
S000,2024-03-01,150,274981.5,1833.21,1196.24,0
S000,2024-03-02,244,447303.24,1833.21,1261.55,0
S000,2024-03-03,229,419805.09,1833.21,1341.64,0
S000,2024-03-04,162,296980.02,1833.21,1233.08,0
S000,2024-03-05,164,300646.44,1833.21,1141.87,0
S000,2024-03-06,132,241983.72,1833.21,1175.48,0
S000,2024-03-07,157,287813.97,1833.21,1007.61,0
S000,2024-03-08,161,295146.81,1833.21,1214.56,0
S000,2024-03-09,240,439970.4,1833.21,1373.96,0
S000,2024-03-10,191,350143.11,1833.21,1145.47,0
S000,2024-03-11,141,258482.61,1833.21,1206.7,0
S000,2024-03-12,147,269481.87,1833.21,1118.37,0
S000,2024-03-13,128,234650.88,1833.21,1180.71,0
S000,2024-03-14,158,289647.18,1833.21,1228.53,0
S000,2024-03-15,170,311645.7,1833.21,938.35,0
S000,2024-03-16,201,368475.21,1833.21,906.36,0
S000,2024-03-17,240,439970.4,1833.21,1232.51,0
S000,2024-03-18,158,289647.18,1833.21,1205.37,0
S000,2024-03-19,176,322644.96,1833.21,1182.55,0
S000,2024-03-20,158,289647.18,1833.21,1072.0,0
S000,2024-03-21,210,327227.98,1558.2285,992.07,1
S000,2024-03-22,158,289647.18,1833.21,1157.47,0
S000,2024-03-23,212,388640.52,1833.21,1192.69,0
S000,2024-03-24,240,439970.4,1833.21,1198.62,0
S000,2024-03-25,171,313478.91,1833.21,1282.71,0
S000,2024-03-26,154,282314.34,1833.21,1354.44,0
S000,2024-03-27,191,297621.64,1558.2285,1136.42,1
S000,2024-03-28,160,293313.6,1833.21,994.22,0
S000,2024-03-29,155,284147.55,1833.21,1014.45,0
S000,2024-03-30,204,373974.84,1833.21,1051.07,0
S000,2024-03-31,237,434470.77,1833.21,1099.17,0
S000,2024-04-01,152,278647.92,1833.21,1023.84,0
S000,2024-04-02,169,309812.49,1833.21,1026.99,0
S000,2024-04-03,149,273148.29,1833.21,882.05,0
S000,2024-04-04,175,320811.75,1833.21,1068.57,0
S000,2024-04-05,141,258482.61,1833.21,1140.28,0
S000,2024-04-06,199,364808.79,1833.21,1093.15,0
S000,2024-04-07,236,432637.56,1833.21,1005.56,0
S000,2024-04-08,175,320811.75,1833.21,1015.33,0
S000,2024-04-09,155,284147.55,1833.21,1103.28,0
S000,2024-04-10,157,287813.97,1833.21,965.81,0
S000,2024-04-11,163,298813.23,1833.21,1087.31,0
S000,2024-04-12,172,315312.12,1833.21,878.22,0
S000,2024-04-13,189,346476.69,1833.21,903.54,0
S000,2024-04-14,226,414305.46,1833.21,1116.5,0
S000,2024-04-15,171,313478.91,1833.21,988.41,0
S000,2024-04-16,148,271315.08,1833.21,896.08,0
S000,2024-04-17,156,285980.76,1833.21,863.13,0
S000,2024-04-18,162,296980.02,1833.21,967.75,0
S000,2024-04-19,134,245650.14,1833.21,859.63,0
S000,2024-04-20,211,386807.31,1833.21,1005.63,0
S000,2024-04-21,247,452802.87,1833.21,1085.94,0
S000,2024-04-22,151,276814.71,1833.21,873.49,0
S000,2024-04-23,157,287813.97,1833.21,897.94,0
S000,2024-04-24,162,296980.02,1833.21,768.7,0
S000,2024-04-25,151,276814.71,1833.21,904.49,0
S000,2024-04-26,131,240150.51,1833.21,749.39,0
S000,2024-04-27,213,390473.73,1833.21,848.39,0
S000,2024-04-28,229,419805.09,1833.21,544.87,0
S000,2024-04-29,134,245650.14,1833.21,748.04,0
S000,2024-04-30,159,291480.39,1833.21,933.99,0
S000,2024-05-01,153,280481.13,1833.21,1007.73,0
S000,2024-05-02,156,285980.76,1833.21,730.0,0
S000,2024-05-03,169,309812.49,1833.21,767.17,0
